  45.06
 318.00
 771486538
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1987 02 07 12	35251.20	2.48	144.85	0.00	-7.41	-7.41	325.64
1987 02 08 12	35329.27	0.00	247.52	0.00	-3.60	-3.60	400.50
1987 02 09 12	35596.80	5.55	137.06	0.00	-5.52	-5.52	368.97
1987 02 10 12	35601.22	0.09	323.37	0.00	-12.80	-12.80	183.15
1987 02 11 12	35942.40	0.00	315.30	0.00	-14.80	-14.80	152.12
1987 02 12 12	35942.40	0.00	360.00	0.00	-19.46	-19.46	101.36
1987 02 13 12	36288.00	0.00	196.95	0.00	-15.57	-15.57	141.57
1987 02 14 12	36288.00	0.00	320.14	0.00	-22.26	-22.26	79.02
1987 02 15 12	36633.60	0.00	241.91	0.00	-23.34	-23.34	72.48
1987 02 16 12	36633.60	0.00	370.08	0.00	-15.61	-15.61	156.11
1987 02 17 12	36979.20	0.00	377.95	0.00	-12.23	-12.23	197.87
1987 02 18 12	36983.62	0.00	377.65	0.00	-12.74	-12.74	189.08
1987 02 19 12	37324.80	0.00	384.85	0.00	-13.35	-13.35	175.04
1987 02 20 12	37402.88	0.00	315.40	0.00	-12.18	-12.18	195.49
1987 02 21 12	37670.40	0.00	386.70	0.00	-10.46	-10.46	231.04
1987 02 22 12	37820.33	0.00	395.84	0.00	-9.31	-9.31	253.18
1987 02 23 12	38016.00	0.00	369.71	0.00	-8.98	-8.98	257.73
1987 02 24 12	38325.66	0.00	351.42	0.00	-7.97	-7.97	283.53
1987 02 25 12	38361.60	0.00	239.19	0.00	-6.88	-6.88	315.33
1987 02 26 12	38707.20	0.00	189.88	0.00	-4.90	-4.90	364.91
1987 02 27 12	38707.20	0.00	392.64	0.00	-3.66	-3.66	391.76
1987 02 28 12	39052.80	0.00	312.18	0.00	-4.94	-4.94	341.36
1987 03 01 12	39052.80	11.74	177.42	0.00	-5.94	-5.94	333.46
1987 03 02 12	39398.40	16.11	96.91	0.00	-7.86	-7.86	309.05
1987 03 03 12	39398.40	1.74	323.06	0.00	-8.75	-8.75	264.05
1987 03 04 12	39744.00	0.00	465.88	0.00	-10.25	-10.25	229.60
1987 03 05 12	39748.42	0.00	458.05	0.00	-10.12	-10.12	228.18
1987 03 06 12	40089.60	0.00	355.69	0.00	-5.56	-5.56	341.67
1987 03 07 12	40435.20	0.00	331.28	0.00	-0.74	-0.74	499.80
1987 03 08 12	40435.20	0.00	431.12	0.00	1.39	1.39	569.53
1987 03 09 12	40780.80	0.00	258.84	0.00	-1.98	-1.98	442.25
1987 03 10 12	40780.80	0.00	491.18	0.00	-15.24	-15.24	103.01
1987 03 11 12	41126.40	0.00	489.45	0.00	-11.18	-11.18	144.33
1987 03 12 12	41126.40	0.00	464.55	0.00	-5.85	-5.85	223.19
1987 03 13 12	41472.00	0.00	258.11	0.00	-3.02	-3.02	369.40
1987 03 14 12	41550.07	0.02	331.90	0.00	-1.40	-1.40	358.24
1987 03 15 12	41817.60	0.36	333.41	0.00	-3.01	-3.01	315.95
1987 03 16 12	42163.20	0.73	259.83	0.00	-3.77	-3.77	352.76
1987 03 17 12	42163.20	1.46	262.01	0.00	-3.96	-3.96	363.86
1987 03 18 12	42508.80	1.01	221.38	0.00	-2.74	-2.74	421.92
1987 03 19 12	42508.80	0.61	124.99	0.00	-1.37	-1.37	467.76
1987 03 20 12	42854.40	5.07	170.85	0.00	-0.80	-0.80	537.87
1987 03 21 12	42854.40	13.73	208.78	0.00	0.18	0.18	573.45
1987 03 22 12	43200.00	9.37	195.00	0.00	1.30	1.30	613.60
1987 03 23 12	43545.60	0.00	416.56	0.00	2.22	2.22	541.72
1987 03 24 12	43545.60	0.00	484.90	0.00	5.59	5.59	589.19
1987 03 25 12	43891.20	0.00	504.68	0.00	8.17	8.17	629.46
1987 03 26 12	43891.20	3.98	131.62	0.00	4.56	4.56	665.04
1987 03 27 12	44236.80	2.99	326.62	0.00	4.90	4.90	701.36
1987 03 28 12	44236.80	0.00	200.48	0.00	7.07	7.07	723.21
1987 03 29 12	44582.40	0.03	355.56	0.00	7.96	7.96	697.05
1987 03 30 12	44849.93	0.00	480.87	0.00	7.68	7.68	722.29
1987 03 31 12	44928.00	39.39	141.69	0.00	5.13	5.13	805.10
1987 04 01 12	45273.60	40.87	141.73	0.00	8.75	8.75	1079.67
1987 04 02 12	45273.60	5.32	515.96	0.00	3.85	3.85	604.60
1987 04 03 12	45619.20	0.00	344.87	0.00	5.26	5.26	640.13
1987 04 04 12	45619.20	0.30	436.12	0.00	8.10	8.10	843.60
1987 04 05 12	45964.80	3.29	286.41	0.00	7.34	7.34	882.87
1987 04 06 12	45964.80	7.01	154.43	0.00	6.96	6.96	948.99
1987 04 07 12	46310.40	7.37	145.67	0.00	4.91	4.91	812.75
1987 04 08 12	46577.93	2.08	192.02	0.00	3.15	3.15	654.53
1987 04 09 12	46656.00	0.15	218.02	0.00	2.99	2.99	589.41
1987 04 10 12	47001.60	0.00	444.60	0.00	7.58	7.58	639.47
1987 04 11 12	47001.60	0.00	451.93	0.00	10.93	10.93	717.41
1987 04 12 12	47347.20	0.00	394.66	0.00	10.69	10.69	798.49
1987 04 13 12	47347.20	0.00	542.40	0.00	4.59	4.59	563.03
1987 04 14 12	47692.80	0.00	560.72	0.00	3.53	3.53	443.26
1987 04 15 12	47692.80	0.01	504.40	0.00	7.22	7.22	485.08
1987 04 16 12	48038.40	0.31	304.77	0.00	5.99	5.99	693.78
1987 04 17 12	48074.34	4.59	226.29	0.00	6.06	6.06	850.30
1987 04 18 12	48384.00	4.47	210.26	0.00	10.02	10.02	1149.94
1987 04 19 12	48579.67	0.00	323.36	0.00	14.28	14.28	1366.47
1987 04 20 12	48729.60	0.00	526.40	0.00	15.41	15.41	1218.24
1987 04 21 12	48997.12	0.04	536.09	0.00	15.63	15.63	1442.76
1987 04 22 12	49075.20	0.00	566.86	0.00	9.88	9.88	863.70
1987 04 23 12	49416.38	0.00	406.09	0.00	5.81	5.81	649.49
1987 04 24 12	49420.80	2.44	249.43	0.00	7.60	7.60	860.27
1987 04 25 12	49766.40	0.08	580.40	0.00	5.07	5.07	471.37
1987 04 26 12	49766.40	0.00	584.02	0.00	4.70	4.70	400.08
1987 04 27 12	50112.00	0.00	571.52	0.00	5.35	5.35	411.51
1987 04 28 12	50112.00	2.11	384.28	0.00	1.96	1.96	476.89
1987 04 29 12	50457.60	22.27	202.55	0.00	0.35	0.35	576.13
1987 04 30 12	50457.60	1.01	302.29	0.00	2.17	2.17	582.54
1987 05 01 12	50798.78	0.46	333.53	0.00	3.19	3.19	478.79
1987 05 02 12	50803.20	0.08	311.16	0.00	4.42	4.42	495.50
1987 05 03 12	51070.73	0.00	479.18	0.00	6.86	6.86	556.11
1987 05 04 12	51148.80	1.08	428.11	0.00	6.84	6.84	583.10
1987 05 05 12	51344.47	8.41	139.36	0.00	5.84	5.84	712.09
1987 05 06 12	51494.40	16.32	233.49	0.00	8.16	8.16	1020.31
1987 05 07 12	51569.98	3.94	340.97	0.00	10.35	10.35	1013.55
1987 05 08 12	51840.00	0.00	523.03	0.00	7.79	7.79	637.66
1987 05 09 12	51842.36	0.03	483.95	0.00	9.34	9.34	725.24
1987 05 10 12	52185.60	0.02	426.86	0.00	12.69	12.69	998.60
1987 05 11 12	52185.60	0.00	466.81	0.00	8.79	8.79	747.19
1987 05 12 12	52526.78	0.75	344.42	0.00	10.90	10.90	986.88
1987 05 13 12	52531.20	0.00	507.11	0.00	7.42	7.42	624.30
1987 05 14 12	52654.67	1.43	521.41	0.00	9.77	9.77	745.66
1987 05 15 12	52876.80	3.16	188.91	0.00	8.30	8.30	985.03
1987 05 16 12	52876.80	0.11	489.12	0.00	5.86	5.86	626.65
1987 05 17 12	53217.98	0.00	339.65	0.00	11.39	11.39	924.01
1987 05 18 12	53222.40	0.00	379.16	0.00	9.27	9.27	761.97
1987 05 19 12	53297.98	0.00	392.75	0.00	8.67	8.67	722.33
1987 05 20 12	53568.00	0.00	409.41	0.00	9.65	9.65	674.62
1987 05 21 12	53568.00	0.55	460.17	0.00	10.41	10.41	898.68
1987 05 22 12	53691.47	2.68	171.07	0.00	15.40	15.40	1570.80
1987 05 23 12	53913.60	6.53	148.93	0.00	13.65	13.65	1396.67
1987 05 24 12	53913.60	19.21	168.06	0.00	7.57	7.57	951.86
1987 05 25 12	54037.07	0.06	357.18	0.00	9.84	9.84	1014.01
1987 05 26 12	54259.20	0.00	515.65	0.00	13.93	13.93	1154.47
1987 05 27 12	54259.20	0.15	206.16	0.00	12.65	12.65	1099.44
1987 05 28 12	54334.78	1.19	295.39	0.00	14.51	14.51	1464.36
1987 05 29 12	54600.38	1.94	384.58	0.00	18.47	18.47	1686.34
1987 05 30 12	54604.80	19.56	366.26	0.00	18.68	18.68	1819.41
1987 05 31 12	54604.80	0.99	424.31	0.00	20.68	20.68	1960.61
1987 06 01 12	54728.27	0.75	285.95	0.00	20.90	20.90	1916.80
1987 06 02 12	54945.98	0.32	333.42	0.00	19.05	19.05	1808.05
1987 06 03 12	54950.40	0.00	195.61	0.00	13.38	13.38	1308.67
1987 06 04 12	54950.40	7.64	151.51	0.00	10.33	10.33	1129.50
1987 06 05 12	54986.34	9.75	402.74	0.00	14.01	14.01	1464.52
1987 06 06 12	55146.07	1.53	453.55	0.00	12.79	12.79	1108.38
1987 06 07 12	55296.00	1.50	470.28	0.00	11.34	11.34	930.17
1987 06 08 12	55296.00	11.43	150.58	0.00	11.07	11.07	1161.86
1987 06 09 12	55296.00	10.87	227.85	0.00	13.18	13.18	1387.74
1987 06 10 12	55298.36	3.81	368.60	0.00	12.23	12.23	1162.16
1987 06 11 12	55331.94	1.37	442.58	0.00	13.47	13.47	1075.86
1987 06 12 12	55419.47	0.56	158.16	0.00	13.59	13.59	1318.01
1987 06 13 12	55563.53	0.42	357.84	0.00	17.01	17.01	1604.16
1987 06 14 12	55637.18	1.09	369.70	0.00	18.16	18.16	1709.63
1987 06 15 12	55641.60	4.73	444.85	0.00	18.40	18.40	1680.42
1987 06 16 12	55641.60	0.79	293.68	0.00	13.95	13.95	1170.96
1987 06 17 12	55641.60	3.28	447.93	0.00	13.20	13.20	1192.07
1987 06 18 12	55641.60	0.00	419.29	0.00	15.64	15.64	1243.41
1987 06 19 12	55641.60	2.82	358.97	0.00	18.14	18.14	1595.88
1987 06 20 12	55641.60	0.07	529.08	0.00	17.81	17.81	1455.10
1987 06 21 12	55641.60	0.88	522.31	0.00	15.40	15.40	1260.60
1987 06 22 12	55641.60	0.30	424.80	0.00	18.17	18.17	1753.64
1987 06 23 12	55641.60	4.57	314.69	0.00	16.99	16.99	1694.31
1987 06 24 12	55641.60	1.49	400.06	0.00	18.76	18.76	1832.64
1987 06 25 12	55641.60	1.38	170.45	0.00	16.14	16.14	1583.66
1987 06 26 12	55641.60	0.96	464.33	0.00	13.81	13.81	1393.75
1987 06 27 12	55641.60	20.02	178.84	0.00	12.83	12.83	1441.98
1987 06 28 12	55637.18	13.85	425.06	0.00	14.79	14.79	1464.41
1987 06 29 12	55563.53	0.00	459.34	0.00	16.50	16.50	1413.48
1987 06 30 12	55491.67	0.00	378.37	0.00	20.51	20.51	1946.13
1987 07 01 12	55371.58	0.02	384.71	0.00	17.71	17.71	1483.09
1987 07 02 12	55331.94	0.13	468.94	0.00	16.75	16.75	1448.21
1987 07 03 12	55296.00	4.59	155.74	0.00	14.27	14.27	1495.38
1987 07 04 12	55296.00	7.14	321.85	0.00	15.98	15.98	1642.90
1987 07 05 12	55296.00	1.67	463.81	0.00	18.21	18.21	1648.29
1987 07 06 12	55217.93	0.00	481.94	0.00	20.09	20.09	1781.86
1987 07 07 12	55073.87	0.00	428.01	0.00	20.21	20.21	2016.73
1987 07 08 12	54952.76	0.18	408.28	0.00	19.28	19.28	1916.44
1987 07 09 12	54950.40	4.13	298.27	0.00	20.69	20.69	2164.61
1987 07 10 12	54950.40	2.49	273.90	0.00	23.27	23.27	2437.21
1987 07 11 12	54872.32	3.57	418.98	0.00	23.43	23.43	2511.14
1987 07 12 12	54640.74	1.36	373.41	0.00	23.12	23.12	2555.42
1987 07 13 12	54604.80	0.92	325.59	0.00	22.27	22.27	2471.75
1987 07 14 12	54604.80	0.75	265.43	0.00	21.65	21.65	2416.84
1987 07 15 12	54454.87	2.55	384.09	0.00	19.33	19.33	1902.10
1987 07 16 12	54261.56	0.00	370.73	0.00	14.71	14.71	1239.13
1987 07 17 12	54259.20	0.00	471.02	0.00	16.32	16.32	1301.00
1987 07 18 12	54181.12	0.00	420.21	0.00	19.52	19.52	1744.95
1987 07 19 12	53949.54	2.36	392.26	0.00	18.05	18.05	1634.25
1987 07 20 12	53913.60	2.07	181.85	0.00	15.52	15.52	1473.85
1987 07 21 12	53909.18	7.47	137.01	0.00	13.52	13.52	1471.13
1987 07 22 12	53570.36	1.07	367.10	0.00	17.66	17.66	1820.66
1987 07 23 12	53568.00	0.20	411.50	0.00	20.90	20.90	2037.49
1987 07 24 12	53489.93	0.08	329.82	0.00	22.42	22.42	2314.94
1987 07 25 12	53222.40	3.64	329.06	0.00	23.75	23.75	2320.45
1987 07 26 12	53222.40	2.95	281.33	0.00	21.03	21.03	1942.07
1987 07 27 12	53000.27	0.96	366.86	0.00	16.17	16.17	1261.83
1987 07 28 12	52876.80	0.05	381.58	0.00	12.95	12.95	1052.12
1987 07 29 12	52872.38	0.03	404.27	0.00	13.46	13.46	1131.29
1987 07 30 12	52531.20	0.09	356.26	0.00	16.07	16.07	1460.55
1987 07 31 12	52531.20	2.88	461.26	0.00	15.93	15.93	1331.60
1987 08 01 12	52261.18	0.67	412.92	0.00	14.30	14.30	1133.66
1987 08 02 12	52185.60	0.00	500.22	0.00	14.65	14.65	1245.78
1987 08 03 12	52035.67	14.22	170.14	0.00	15.65	15.65	1646.16
1987 08 04 12	51840.00	0.42	479.01	0.00	20.25	20.25	2030.16
1987 08 05 12	51840.00	0.13	458.25	0.00	18.84	18.84	1694.28
1987 08 06 12	51494.40	0.85	422.19	0.00	16.52	16.52	1380.15
1987 08 07 12	51494.40	0.00	374.47	0.00	16.18	16.18	1415.90
1987 08 08 12	51148.80	14.91	251.74	0.00	17.87	17.87	1815.67
1987 08 09 12	51148.80	0.32	438.20	0.00	19.46	19.46	1729.18
1987 08 10 12	50805.56	2.78	283.65	0.00	16.32	16.32	1484.15
1987 08 11 12	50803.20	0.20	460.62	0.00	17.73	17.73	1530.36
1987 08 12 12	50493.54	0.00	344.69	0.00	15.45	15.45	1353.33
1987 08 13 12	50457.60	0.00	425.29	0.00	17.81	17.81	1520.11
1987 08 14 12	50147.94	0.00	372.51	0.00	18.81	18.81	1801.27
1987 08 15 12	50112.00	0.00	277.24	0.00	20.84	20.84	2088.36
1987 08 16 12	49802.34	0.15	263.22	0.00	22.61	22.61	2306.09
1987 08 17 12	49766.40	0.00	363.58	0.00	24.76	24.76	2391.02
1987 08 18 12	49423.16	1.53	308.14	0.00	23.74	23.74	2300.25
1987 08 19 12	49420.80	0.34	462.63	0.00	19.21	19.21	1636.95
1987 08 20 12	49075.20	1.73	328.88	0.00	19.33	19.33	1665.99
1987 08 21 12	49075.20	0.33	444.10	0.00	15.98	15.98	1290.60
1987 08 22 12	48729.60	1.16	334.52	0.00	16.91	16.91	1473.93
1987 08 23 12	48729.60	0.34	401.74	0.00	14.98	14.98	1186.70
1987 08 24 12	48384.00	0.24	309.93	0.00	9.68	9.68	797.78
1987 08 25 12	48384.00	0.76	368.71	0.00	10.43	10.43	857.03
1987 08 26 12	48038.40	0.01	354.07	0.00	11.56	11.56	933.63
1987 08 27 12	48038.40	0.01	377.01	0.00	11.69	11.69	972.02
1987 08 28 12	47692.80	0.22	373.02	0.00	14.08	14.08	1111.22
1987 08 29 12	47688.38	6.63	94.61	0.00	12.24	12.24	1284.99
1987 08 30 12	47347.20	0.27	464.44	0.00	13.39	13.39	1224.51
1987 08 31 12	47077.18	0.00	456.49	0.00	17.03	17.03	1437.77
1987 09 01 12	47001.60	4.26	321.45	0.00	15.03	15.03	1374.41
1987 09 02 12	46656.00	0.00	217.81	0.00	11.99	11.99	1002.32
1987 09 03 12	46656.00	0.00	326.76	0.00	10.75	10.75	916.86
1987 09 04 12	46310.40	0.00	439.10	0.00	11.22	11.22	891.93
1987 09 05 12	46310.40	0.00	448.42	0.00	13.53	13.53	1018.99
1987 09 06 12	45964.80	0.00	395.19	0.00	16.71	16.71	1308.58
1987 09 07 12	45964.80	0.67	421.01	0.00	18.55	18.55	1619.57
1987 09 08 12	45619.20	1.48	252.05	0.00	19.82	19.82	1932.51
1987 09 09 12	45349.18	49.78	199.25	0.00	19.42	19.42	2116.94
1987 09 10 12	45273.60	1.82	236.68	0.00	16.64	16.64	1677.95
1987 09 11 12	44928.00	1.11	226.53	0.00	15.38	15.38	1546.85
1987 09 12 12	44928.00	0.00	147.31	0.00	14.03	14.03	1458.98
1987 09 13 12	44582.40	21.66	104.29	0.00	12.89	12.89	1394.04
1987 09 14 12	44582.40	23.56	393.39	0.00	17.02	17.02	1658.03
1987 09 15 12	44236.80	1.18	328.05	0.00	14.21	14.21	1222.67
1987 09 16 12	44236.80	0.00	366.38	0.00	14.59	14.59	1237.28
1987 09 17 12	43891.20	4.00	399.47	0.00	13.38	13.38	1093.22
1987 09 18 12	43545.60	0.18	310.38	0.00	12.58	12.58	1061.45
1987 09 19 12	43545.60	1.14	323.90	0.00	11.31	11.31	1133.93
1987 09 20 12	43200.00	23.27	109.97	0.00	10.77	10.77	1229.18
1987 09 21 12	43200.00	16.28	98.92	0.00	10.90	10.90	1232.69
1987 09 22 12	42854.40	0.00	126.86	0.00	10.25	10.25	1130.90
1987 09 23 12	42854.40	0.03	231.84	0.00	11.27	11.27	1162.10
1987 09 24 12	42508.80	0.21	343.29	0.00	10.93	10.93	1007.99
1987 09 25 12	42163.20	1.10	273.66	0.00	6.74	6.74	697.93
1987 09 26 12	42163.20	1.19	222.35	0.00	5.83	5.83	664.27
1987 09 27 12	41817.60	0.55	415.70	0.00	6.19	6.19	622.82
1987 09 28 12	41817.60	0.00	258.05	0.00	7.34	7.34	795.33
1987 09 29 12	41472.00	0.00	384.22	0.00	17.11	17.11	1462.01
1987 09 30 12	41472.00	14.58	200.04	0.00	15.13	15.13	1537.64
1987 10 01 12	41126.40	4.58	222.83	0.00	13.16	13.16	1352.54
1987 10 02 12	41050.82	0.97	290.05	0.00	8.16	8.16	872.57
1987 10 03 12	40780.80	0.68	283.42	0.00	12.56	12.56	1287.70
1987 10 04 12	40435.20	28.38	144.40	0.00	9.22	9.22	1091.32
1987 10 05 12	40435.20	2.04	374.90	0.00	7.17	7.17	773.17
1987 10 06 12	40089.60	1.64	353.12	0.00	10.24	10.24	1014.58
1987 10 07 12	40089.60	2.55	304.07	0.00	10.23	10.23	1122.88
1987 10 08 12	39744.00	7.75	333.37	0.00	11.59	11.59	1132.49
1987 10 09 12	39744.00	0.03	310.33	0.00	5.35	5.35	603.82
1987 10 10 12	39398.40	0.00	222.78	0.00	7.09	7.09	714.94
1987 10 11 12	39322.82	0.06	112.07	0.00	4.56	4.56	605.14
1987 10 12 12	39052.80	0.00	350.71	0.00	2.31	2.31	495.94
1987 10 13 12	38711.62	0.00	307.35	0.00	4.14	4.14	494.42
1987 10 14 12	38707.20	0.00	326.11	0.00	5.44	5.44	540.32
1987 10 15 12	38361.60	0.00	340.75	0.00	6.68	6.68	683.14
1987 10 16 12	38361.60	0.01	256.38	0.00	9.02	9.02	750.22
1987 10 17 12	38016.00	0.21	305.55	0.00	8.79	8.79	840.49
1987 10 18 12	38016.00	0.00	268.87	0.00	9.55	9.55	994.32
1987 10 19 12	37670.40	0.22	216.94	0.00	11.01	11.01	958.91
1987 10 20 12	37670.40	0.00	254.76	0.00	10.12	10.12	931.39
1987 10 21 12	37324.80	8.60	127.57	0.00	9.47	9.47	1081.40
1987 10 22 12	37324.80	3.86	231.05	0.00	4.47	4.47	655.71
1987 10 23 12	36979.20	0.46	85.99	0.00	2.92	2.92	552.30
1987 10 24 12	36976.84	1.25	177.50	0.00	6.99	6.99	754.43
1987 10 25 12	36633.60	10.71	152.80	0.00	8.14	8.14	894.88
1987 10 26 12	36597.66	0.00	305.85	0.00	2.78	2.78	546.88
1987 10 27 12	36288.00	1.15	306.07	0.00	3.87	3.87	544.95
1987 10 28 12	36252.06	21.66	89.17	0.00	6.44	6.44	963.11
1987 10 29 12	35942.40	1.86	252.89	0.00	8.13	8.13	905.30
1987 10 30 12	35940.04	0.04	164.24	0.00	3.55	3.55	587.33
1987 10 31 12	35596.80	0.39	166.86	0.00	5.07	5.07	685.10
1987 11 01 12	35594.44	0.00	194.27	0.00	2.29	2.29	502.57
1987 11 02 12	35251.20	0.03	342.99	0.00	1.20	1.20	425.06
1987 11 03 12	35251.20	0.32	93.44	0.00	3.50	3.50	660.02
1987 11 04 12	34905.60	1.00	192.57	0.00	9.52	9.52	1117.85
1987 11 05 12	34905.60	1.33	172.13	0.00	11.04	11.04	1073.05
1987 11 06 12	34560.00	0.07	189.91	0.00	-1.00	-1.00	332.95
1987 11 07 12	34560.00	0.15	150.90	0.00	-4.69	-4.69	193.31
1987 11 08 12	34364.33	0.00	194.01	0.00	-0.43	-0.43	429.40
1987 11 09 12	34214.40	0.60	160.56	0.00	3.85	3.85	676.98
1987 11 10 12	34138.82	0.03	173.84	0.00	0.42	0.42	419.77
1987 11 11 12	33868.80	0.00	229.37	0.00	-2.02	-2.02	298.53
1987 11 12 12	33868.80	0.11	225.50	0.00	-2.14	-2.14	327.57
1987 11 13 12	33527.62	0.08	237.76	0.00	-1.75	-1.75	411.54
1987 11 14 12	33523.20	0.01	141.59	0.00	2.23	2.23	601.55
1987 11 15 12	33399.73	0.06	245.69	0.00	1.20	1.20	451.71
1987 11 16 12	33177.60	0.65	207.42	0.00	-1.33	-1.33	330.46
1987 11 17 12	33177.60	0.67	206.37	0.00	2.17	2.17	631.70
1987 11 18 12	32910.07	5.24	250.73	0.00	9.64	9.64	1025.75
1987 11 19 12	32832.00	0.00	226.46	0.00	5.50	5.50	598.41
1987 11 20 12	32829.64	3.76	124.38	0.00	1.97	1.97	594.25
1987 11 21 12	32490.82	1.44	242.35	0.00	-3.26	-3.26	360.88
1987 11 22 12	32486.40	0.00	193.20	0.00	-6.83	-6.83	207.08
1987 11 23 12	32450.46	0.00	274.77	0.00	-5.17	-5.17	268.15
1987 11 24 12	32218.88	3.41	165.70	0.00	1.18	1.18	538.96
1987 11 25 12	32140.80	0.12	138.20	0.00	1.86	1.86	594.11
1987 11 26 12	32138.44	32.31	64.57	0.00	-1.76	-1.76	485.03
1987 11 27 12	31945.13	1.24	275.70	0.00	-5.19	-5.19	347.04
1987 11 28 12	31795.20	0.44	264.57	0.00	-5.41	-5.41	283.55
1987 11 29 12	31795.20	0.00	180.76	0.00	-3.16	-3.16	324.89
1987 11 30 12	31759.26	36.90	74.57	0.00	1.87	1.87	683.32
1987 12 01 12	31527.68	16.03	215.32	0.00	3.69	3.69	724.45
1987 12 02 12	31449.60	0.00	140.06	0.00	-0.03	-0.03	437.61
1987 12 03 12	31449.60	0.00	115.52	0.00	-2.58	-2.58	278.36
1987 12 04 12	31447.24	0.15	129.16	0.00	-1.46	-1.46	362.46
1987 12 05 12	31326.13	0.12	139.61	0.00	-2.51	-2.51	352.46
1987 12 06 12	31182.08	0.38	146.03	0.00	-2.49	-2.49	389.76
1987 12 07 12	31104.00	0.03	236.59	0.00	-2.81	-2.81	340.10
1987 12 08 12	31104.00	0.00	227.32	0.00	-2.65	-2.65	253.33
1987 12 09 12	31104.00	1.51	110.34	0.00	0.25	0.25	474.40
1987 12 10 12	31068.06	3.47	112.76	0.00	1.84	1.84	661.93
1987 12 11 12	31028.42	1.45	94.02	0.00	1.68	1.68	654.41
1987 12 12 12	30908.33	0.39	177.45	0.00	-0.33	-0.33	509.92
1987 12 13 12	30836.48	0.87	143.40	0.00	-2.25	-2.25	438.99
1987 12 14 12	30762.82	3.36	208.31	0.00	-2.22	-2.22	424.84
1987 12 15 12	30758.40	1.34	224.69	0.00	-3.53	-3.53	388.22
1987 12 16 12	30758.40	19.60	145.73	0.00	-4.23	-4.23	414.91
1987 12 17 12	30758.40	1.46	197.41	0.00	-5.66	-5.66	330.41
1987 12 18 12	30758.40	0.03	229.62	0.00	-10.77	-10.77	198.05
1987 12 19 12	30758.40	0.05	72.13	0.00	-10.99	-10.99	205.23
1987 12 20 12	30758.40	8.52	118.70	0.00	-7.14	-7.14	291.22
1987 12 21 12	30758.40	3.36	159.67	0.00	-1.47	-1.47	503.99
1987 12 22 12	30758.40	0.07	143.61	0.00	-1.67	-1.67	397.65
1987 12 23 12	30758.40	0.34	144.80	0.00	-1.49	-1.49	393.15
1987 12 24 12	30758.40	0.51	199.66	0.00	-1.84	-1.84	399.41
1987 12 25 12	30758.40	7.12	75.78	0.00	-1.26	-1.26	493.69
1987 12 26 12	30758.40	0.00	214.38	0.00	-2.91	-2.91	359.93
1987 12 27 12	30758.40	0.00	98.88	0.00	-7.06	-7.06	268.95
1987 12 28 12	30762.82	0.07	231.41	0.00	-9.34	-9.34	197.34
1987 12 29 12	30836.48	0.00	179.52	0.00	-13.31	-13.31	134.88
1987 12 30 12	30980.53	0.00	206.45	0.00	-16.12	-16.12	100.22
1987 12 31 12	31068.06	0.00	221.51	0.00	-13.15	-13.15	138.28
1988 01 01 12	31101.64	0.04	112.74	0.00	-3.13	-3.13	404.38
1988 01 02 12	31104.00	0.00	179.04	0.00	-5.61	-5.61	230.37
1988 01 03 12	31104.00	0.00	228.71	0.00	-8.04	-8.04	205.11
1988 01 04 12	31104.00	7.17	103.75	0.00	-6.30	-6.30	343.63
1988 01 05 12	31253.93	1.87	172.56	0.00	-8.69	-8.69	243.67
1988 01 06 12	31413.66	0.00	215.73	0.00	-18.44	-18.44	94.67
1988 01 07 12	31449.60	1.29	225.50	0.00	-20.41	-20.41	89.48
1988 01 08 12	31449.60	0.46	177.73	0.00	-18.20	-18.20	120.78
1988 01 09 12	31454.02	4.18	141.94	0.00	-10.52	-10.52	241.32
1988 01 10 12	31671.73	0.00	218.44	0.00	-11.74	-11.74	188.57
1988 01 11 12	31795.20	0.00	249.83	0.00	-14.53	-14.53	155.58
1988 01 12 12	31795.20	0.00	202.54	0.00	-8.34	-8.34	259.49
1988 01 13 12	31799.62	0.41	120.66	0.00	-3.13	-3.13	444.57
1988 01 14 12	32065.22	0.00	265.97	0.00	-22.45	-22.45	84.69
1988 01 15 12	32140.80	0.00	255.96	0.00	-21.71	-21.71	92.79
1988 01 16 12	32140.80	0.00	178.17	0.00	-10.42	-10.42	233.63
1988 01 17 12	32362.93	0.57	208.11	0.00	-5.56	-5.56	354.47
1988 01 18 12	32486.40	6.57	102.90	0.00	-1.48	-1.48	497.33
1988 01 19 12	32486.40	4.06	161.81	0.00	-0.43	-0.43	544.59
1988 01 20 12	32708.53	2.06	116.20	0.00	-5.37	-5.37	377.21
1988 01 21 12	32832.00	1.86	119.38	0.00	-1.26	-1.26	531.06
1988 01 22 12	32832.00	0.00	278.44	0.00	-8.08	-8.08	273.16
1988 01 23 12	33102.02	0.00	276.50	0.00	-10.86	-10.86	205.99
1988 01 24 12	33177.60	0.21	247.94	0.00	-8.03	-8.03	263.58
1988 01 25 12	33182.02	3.93	247.18	0.00	-1.79	-1.79	492.34
1988 01 26 12	33523.20	17.99	87.78	0.00	-3.44	-3.44	440.53
1988 01 27 12	33523.20	0.00	286.19	0.00	-12.29	-12.29	193.83
1988 01 28 12	33745.33	0.15	243.84	0.00	-18.28	-18.28	119.82
