  44.98
 613.00
 913874993
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1984 11 29 12	31795.20	15.40	117.71	0.00	6.37	6.37	895.56
1984 11 30 12	31785.99	3.84	217.86	0.00	3.98	3.98	700.54
1984 12 01 12	31607.05	0.16	110.86	0.00	1.11	1.11	521.90
1984 12 02 12	31454.68	1.76	133.21	0.00	-0.18	-0.18	439.86
1984 12 03 12	31449.60	1.51	199.52	0.00	-3.21	-3.21	321.03
1984 12 04 12	31449.60	16.37	158.55	0.00	-1.69	-1.69	459.12
1984 12 05 12	31440.39	0.03	185.52	0.00	-6.86	-6.86	256.32
1984 12 06 12	31261.45	22.36	79.20	0.00	-7.13	-7.13	317.50
1984 12 07 12	31137.10	2.02	204.94	0.00	-8.67	-8.67	269.34
1984 12 08 12	31104.00	0.74	95.02	0.00	-13.66	-13.66	189.75
1984 12 09 12	31104.00	0.11	206.54	0.00	-3.26	-3.26	417.03
1984 12 10 12	31104.00	0.06	195.60	0.00	-1.14	-1.14	494.68
1984 12 11 12	31103.35	0.37	224.18	0.00	0.65	0.65	604.20
1984 12 12 12	31094.79	0.00	216.06	0.00	-1.60	-1.60	505.36
1984 12 13 12	31053.54	1.33	174.38	0.00	1.66	1.66	633.02
1984 12 14 12	30986.74	0.04	222.95	0.00	-5.57	-5.57	331.85
1984 12 15 12	30915.85	6.54	69.89	0.00	-8.65	-8.65	255.16
1984 12 16 12	30853.70	0.27	202.05	0.00	-4.31	-4.31	403.95
1984 12 17 12	30791.50	0.00	169.62	0.00	1.83	1.83	630.25
1984 12 18 12	30791.50	0.00	112.84	0.00	0.46	0.46	529.69
1984 12 19 12	30791.50	4.01	177.40	0.00	-3.88	-3.88	372.12
1984 12 20 12	30791.50	1.96	102.97	0.00	-2.81	-2.81	438.12
1984 12 21 12	30791.50	0.00	235.47	0.00	-8.13	-8.13	232.24
1984 12 22 12	30791.50	16.49	152.95	0.00	-5.40	-5.40	387.17
1984 12 23 12	30853.70	0.00	189.33	0.00	-3.21	-3.21	368.18
1984 12 24 12	30853.70	0.00	182.31	0.00	-2.90	-2.90	384.89
1984 12 25 12	30915.85	0.34	154.75	0.00	-3.93	-3.93	395.17
1984 12 26 12	30986.74	0.05	128.26	0.00	-12.10	-12.10	165.04
1984 12 27 12	31053.54	1.43	168.21	0.00	-20.43	-20.43	90.11
1984 12 28 12	31094.79	4.60	111.00	0.00	-11.28	-11.28	231.81
1984 12 29 12	31104.00	5.48	109.17	0.00	0.94	0.94	631.42
1984 12 30 12	31104.00	0.68	234.85	0.00	-2.39	-2.39	459.51
1984 12 31 12	31104.00	0.03	144.48	0.00	-10.36	-10.36	218.21
1985 01 01 12	31104.00	8.74	92.20	0.00	-7.26	-7.26	311.38
1985 01 02 12	31109.08	5.14	234.31	0.00	-4.59	-4.59	388.51
1985 01 03 12	31199.30	0.00	243.44	0.00	-11.32	-11.32	202.69
1985 01 04 12	31332.34	0.00	240.14	0.00	-12.73	-12.73	187.79
1985 01 05 12	31448.96	0.00	115.94	0.00	-9.33	-9.33	244.80
1985 01 06 12	31449.60	0.00	204.39	0.00	-14.60	-14.60	141.48
1985 01 07 12	31449.60	0.23	214.03	0.00	-17.46	-17.46	123.01
1985 01 08 12	31544.90	2.63	201.25	0.00	-13.66	-13.66	173.63
1985 01 09 12	31744.74	0.00	229.36	0.00	-17.09	-17.09	116.13
1985 01 10 12	31795.20	0.00	247.02	0.00	-16.82	-16.82	121.25
1985 01 11 12	31795.20	0.00	238.96	0.00	-16.43	-16.43	136.88
1985 01 12 12	31828.31	0.00	186.25	0.00	-14.46	-14.46	163.07
1985 01 13 12	32090.34	0.00	250.18	0.00	-12.98	-12.98	184.71
1985 01 14 12	32140.80	0.00	189.32	0.00	-10.31	-10.31	245.18
1985 01 15 12	32140.80	0.29	206.99	0.00	-6.55	-6.55	318.47
1985 01 16 12	32298.25	0.04	273.64	0.00	-19.61	-19.61	98.75
1985 01 17 12	32486.40	0.17	220.59	0.00	-19.46	-19.46	104.69
1985 01 18 12	32486.40	1.34	246.13	0.00	-13.70	-13.70	180.59
1985 01 19 12	32643.85	1.35	150.62	0.00	-12.50	-12.50	196.84
1985 01 20 12	32832.00	5.74	166.73	0.00	-8.35	-8.35	276.70
1985 01 21 12	32832.00	0.36	136.52	0.00	-17.00	-17.00	121.97
1985 01 22 12	32989.45	0.06	237.89	0.00	-15.35	-15.35	148.13
1985 01 23 12	33177.60	0.02	247.57	0.00	-9.55	-9.55	230.14
1985 01 24 12	33177.60	0.02	159.92	0.00	-8.39	-8.39	266.87
1985 01 25 12	33472.74	1.34	226.19	0.00	-7.50	-7.50	278.79
1985 01 26 12	33523.20	0.00	184.78	0.00	-8.96	-8.96	263.83
1985 01 27 12	33556.31	0.00	132.11	0.00	-13.22	-13.22	170.66
1985 01 28 12	33868.80	0.00	182.62	0.00	-12.00	-12.00	200.23
1985 01 29 12	33868.80	0.00	295.81	0.00	-13.10	-13.10	172.97
1985 01 30 12	34163.94	0.06	303.03	0.00	-13.35	-13.35	166.84
1985 01 31 12	34214.40	0.15	297.49	0.00	-14.76	-14.76	155.40
1985 02 01 12	34309.70	5.14	116.38	0.00	-6.51	-6.51	342.14
1985 02 02 12	34560.00	4.24	127.99	0.00	-4.15	-4.15	398.31
1985 02 03 12	34565.08	0.38	307.72	0.00	-11.23	-11.23	199.87
1985 02 04 12	34905.60	0.00	257.06	0.00	-16.18	-16.18	122.03
1985 02 05 12	34905.60	0.01	276.52	0.00	-14.72	-14.72	131.95
1985 02 06 12	35250.56	1.73	200.79	0.00	-16.46	-16.46	136.67
1985 02 07 12	35251.20	0.00	347.15	0.00	-20.03	-20.03	91.45
1985 02 08 12	35587.59	1.10	223.87	0.00	-20.79	-20.79	85.59
1985 02 09 12	35596.80	0.09	185.46	0.00	-15.66	-15.66	146.50
1985 02 10 12	35891.94	0.00	251.66	0.00	-8.49	-8.49	281.34
1985 02 11 12	35942.40	0.00	319.09	0.00	-4.69	-4.69	371.28
1985 02 12 12	36170.73	0.02	308.78	0.00	-4.39	-4.39	356.38
1985 02 13 12	36288.00	53.82	103.73	0.00	-0.20	-0.20	571.49
1985 02 14 12	36516.34	1.22	230.39	0.00	-0.37	-0.37	551.37
1985 02 15 12	36633.60	0.67	223.61	0.00	-3.60	-3.60	382.57
1985 02 16 12	36861.94	0.00	239.60	0.00	-5.73	-5.73	310.77
1985 02 17 12	36979.20	0.00	177.15	0.00	-6.36	-6.36	300.11
1985 02 18 12	37274.34	0.14	139.80	0.00	-5.25	-5.25	298.21
1985 02 19 12	37324.80	1.02	166.09	0.00	-6.14	-6.14	312.98
1985 02 20 12	37661.19	0.36	268.78	0.00	-5.10	-5.10	310.18
1985 02 21 12	37670.40	0.00	379.87	0.00	-7.23	-7.23	277.87
1985 02 22 12	38015.36	4.85	146.57	0.00	-1.90	-1.90	467.94
1985 02 23 12	38016.00	4.54	269.43	0.00	1.10	1.10	598.87
1985 02 24 12	38361.60	13.41	116.50	0.00	1.40	1.40	635.87
1985 02 25 12	38361.60	3.44	268.99	0.00	0.27	0.27	549.03
1985 02 26 12	38707.20	0.02	352.87	0.00	-2.97	-2.97	408.88
1985 02 27 12	38707.20	0.70	175.90	0.00	1.05	1.05	583.23
1985 02 28 12	39052.80	0.02	410.63	0.00	-9.21	-9.21	215.58
1985 03 01 12	39052.80	0.00	243.35	0.00	-3.39	-3.39	343.47
1985 03 02 12	39398.40	0.11	135.43	0.00	1.36	1.36	507.26
1985 03 03 12	39431.50	0.32	422.53	0.00	-5.89	-5.89	288.06
1985 03 04 12	39744.00	1.32	382.60	0.00	-15.33	-15.33	111.60
1985 03 05 12	40039.14	22.02	134.06	0.00	-10.10	-10.10	248.31
1985 03 06 12	40089.60	1.35	422.93	0.00	-9.30	-9.30	226.75
1985 03 07 12	40435.20	0.00	422.12	0.00	-9.19	-9.19	225.05
1985 03 08 12	40435.20	0.71	138.61	0.00	-3.01	-3.01	437.64
1985 03 09 12	40780.80	0.00	323.92	0.00	-0.02	-0.02	490.06
1985 03 10 12	40780.80	0.00	419.15	0.00	-1.73	-1.73	386.34
1985 03 11 12	41126.40	0.02	461.29	0.00	-0.43	-0.43	430.11
1985 03 12 12	41126.40	32.43	147.96	0.00	1.43	1.43	611.94
1985 03 13 12	41472.00	11.05	174.81	0.00	1.41	1.41	613.29
1985 03 14 12	41808.39	1.77	253.77	0.00	-0.23	-0.23	495.74
1985 03 15 12	41817.60	0.00	226.73	0.00	-3.46	-3.46	330.47
1985 03 16 12	42163.20	0.00	500.69	0.00	-10.99	-10.99	162.90
1985 03 17 12	42163.20	0.00	204.45	0.00	-4.59	-4.59	311.83
1985 03 18 12	42508.80	0.00	186.27	0.00	-6.31	-6.31	260.64
1985 03 19 12	42508.80	0.00	491.36	0.00	-7.68	-7.68	197.92
1985 03 20 12	42854.40	0.00	323.16	0.00	-0.69	-0.69	370.37
1985 03 21 12	42854.40	0.03	361.59	0.00	-7.63	-7.63	185.84
1985 03 22 12	43200.00	0.00	509.46	0.00	-6.96	-6.96	203.56
1985 03 23 12	43545.60	0.00	463.04	0.00	-0.18	-0.18	336.97
1985 03 24 12	43545.60	0.00	493.09	0.00	-1.56	-1.56	358.00
1985 03 25 12	43891.20	0.00	486.32	0.00	-4.54	-4.54	236.86
1985 03 26 12	43891.20	0.00	506.68	0.00	-5.96	-5.96	222.64
1985 03 27 12	44236.80	0.00	217.21	0.00	-1.49	-1.49	337.35
1985 03 28 12	44236.80	2.51	394.99	0.00	4.37	4.37	625.50
1985 03 29 12	44582.40	11.25	472.21	0.00	6.76	6.76	772.51
1985 03 30 12	44591.61	0.00	427.69	0.00	3.39	3.39	564.87
1985 03 31 12	44928.00	0.02	503.28	0.00	-2.34	-2.34	257.32
1985 04 01 12	45273.60	14.59	121.49	0.00	-2.61	-2.61	408.45
1985 04 02 12	45273.60	2.36	159.81	0.00	-2.20	-2.20	468.66
1985 04 03 12	45619.20	1.52	235.35	0.00	-0.50	-0.50	518.52
1985 04 04 12	45619.20	3.29	236.36	0.00	0.63	0.63	545.66
1985 04 05 12	45964.80	9.38	146.61	0.00	-0.18	-0.18	532.39
1985 04 06 12	45964.80	3.99	256.84	0.00	2.95	2.95	680.93
1985 04 07 12	46310.40	1.26	337.19	0.00	3.87	3.87	535.19
1985 04 08 12	46319.61	2.03	242.29	0.00	0.47	0.47	377.11
1985 04 09 12	46656.00	0.24	208.67	0.00	-3.23	-3.23	334.88
1985 04 10 12	46968.50	0.00	439.37	0.00	-5.86	-5.86	265.61
1985 04 11 12	47001.60	0.00	255.23	0.00	-0.41	-0.41	439.60
1985 04 12 12	47347.20	0.00	449.78	0.00	-3.03	-3.03	315.56
1985 04 13 12	47347.20	0.00	555.12	0.00	-2.90	-2.90	266.67
1985 04 14 12	47692.80	1.69	183.36	0.00	-2.53	-2.53	374.30
1985 04 15 12	47692.80	0.95	256.57	0.00	4.76	4.76	698.25
1985 04 16 12	48038.40	1.53	425.24	0.00	10.49	10.49	940.22
1985 04 17 12	48038.40	0.85	570.82	0.00	-1.47	-1.47	355.86
1985 04 18 12	48384.00	0.05	496.78	0.00	-2.23	-2.23	271.27
1985 04 19 12	48384.64	0.78	398.34	0.00	2.46	2.46	551.16
1985 04 20 12	48729.60	0.05	559.09	0.00	3.60	3.60	500.35
1985 04 21 12	48738.81	0.00	549.06	0.00	6.92	6.92	482.09
1985 04 22 12	49075.20	0.00	439.02	0.00	9.58	9.58	604.54
1985 04 23 12	49125.66	0.00	548.58	0.00	6.10	6.10	486.09
1985 04 24 12	49420.80	0.00	562.24	0.00	5.50	5.50	515.13
1985 04 25 12	49538.06	0.00	546.57	0.00	8.87	8.87	579.47
1985 04 26 12	49766.40	0.00	418.38	0.00	11.80	11.80	859.43
1985 04 27 12	49883.66	0.89	258.35	0.00	8.36	8.36	709.45
1985 04 28 12	50112.00	0.04	390.11	0.00	8.31	8.31	718.05
1985 04 29 12	50229.27	3.99	319.50	0.00	8.70	8.70	825.86
1985 04 30 12	50457.60	0.00	518.74	0.00	11.22	11.22	797.48
1985 05 01 12	50508.06	0.02	462.61	0.00	11.13	11.13	749.69
1985 05 02 12	50803.20	0.00	518.48	0.00	7.31	7.31	516.85
1985 05 03 12	50812.41	0.11	322.67	0.00	7.32	7.32	618.11
1985 05 04 12	51148.80	0.02	310.73	0.00	5.53	5.53	545.89
1985 05 05 12	51149.44	3.31	213.89	0.00	4.80	4.80	609.53
1985 05 06 12	51494.40	4.11	300.38	0.00	6.98	6.98	825.69
1985 05 07 12	51494.40	17.75	319.31	0.00	7.34	7.34	851.76
1985 05 08 12	51834.92	0.49	339.72	0.00	3.58	3.58	516.93
1985 05 09 12	51840.00	0.00	425.90	0.00	2.21	2.21	413.19
1985 05 10 12	52028.15	0.49	226.42	0.00	10.56	10.56	937.26
1985 05 11 12	52185.60	0.04	455.07	0.00	14.91	14.91	1118.26
1985 05 12 12	52236.06	0.37	288.63	0.00	9.88	9.88	844.79
1985 05 13 12	52531.20	1.13	376.03	0.00	12.13	12.13	1226.14
1985 05 14 12	52531.20	4.59	347.30	0.00	10.85	10.85	1084.58
1985 05 15 12	52843.69	0.00	484.18	0.00	9.19	9.19	648.63
1985 05 16 12	52876.80	0.14	213.57	0.00	10.15	10.15	950.02
1985 05 17 12	52927.26	2.25	287.17	0.00	13.51	13.51	1346.61
1985 05 18 12	53222.40	11.55	137.67	0.00	10.89	10.89	1209.84
1985 05 19 12	53222.40	9.42	271.43	0.00	7.12	7.12	804.26
1985 05 20 12	53410.55	0.08	422.85	0.00	10.50	10.50	978.91
1985 05 21 12	53568.00	0.25	421.84	0.00	16.75	16.75	1346.06
1985 05 22 12	53568.00	0.28	410.95	0.00	13.87	13.87	1056.67
1985 05 23 12	53756.15	0.00	520.66	0.00	11.97	11.97	899.72
1985 05 24 12	53913.60	0.17	528.12	0.00	13.99	13.99	949.16
1985 05 25 12	53913.60	4.46	466.71	0.00	15.37	15.37	1050.03
1985 05 26 12	54101.75	1.04	375.02	0.00	13.01	13.01	1118.91
1985 05 27 12	54259.20	10.39	161.14	0.00	11.13	11.13	1177.85
1985 05 28 12	54259.20	1.30	386.24	0.00	13.21	13.21	1223.45
1985 05 29 12	54309.66	0.00	538.56	0.00	9.92	9.92	773.34
1985 05 30 12	54571.69	0.00	492.13	0.00	12.61	12.61	905.87
1985 05 31 12	54604.80	0.51	421.80	0.00	14.35	14.35	1313.12
1985 06 01 12	54604.80	6.71	364.15	0.00	16.14	16.14	1556.48
1985 06 02 12	54655.26	0.00	466.01	0.00	15.39	15.39	1298.61
1985 06 03 12	54855.10	0.00	300.20	0.00	15.67	15.67	1201.33
1985 06 04 12	54950.40	0.36	440.93	0.00	11.55	11.55	899.51
1985 06 05 12	54950.40	1.67	282.20	0.00	11.34	11.34	950.11
1985 06 06 12	54951.04	17.85	114.14	0.00	8.24	8.24	1008.41
1985 06 07 12	55067.66	2.36	531.89	0.00	11.90	11.90	928.35
1985 06 08 12	55200.70	0.23	410.78	0.00	15.14	15.14	1149.44
1985 06 09 12	55290.92	0.00	418.07	0.00	15.55	15.55	1379.38
1985 06 10 12	55296.00	0.48	352.33	0.00	15.23	15.23	1386.78
1985 06 11 12	55296.00	0.00	392.99	0.00	11.87	11.87	967.50
1985 06 12 12	55296.00	11.96	138.03	0.00	10.35	10.35	1081.16
1985 06 13 12	55305.21	2.02	239.40	0.00	10.40	10.40	1142.66
1985 06 14 12	55346.46	0.39	232.04	0.00	9.67	9.67	1011.97
1985 06 15 12	55413.27	0.36	443.58	0.00	11.66	11.66	1022.10
1985 06 16 12	55484.15	0.72	273.76	0.00	12.78	12.78	1145.68
1985 06 17 12	55546.30	4.88	199.54	0.00	13.45	13.45	1412.24
1985 06 18 12	55546.30	17.34	185.01	0.00	13.38	13.38	1386.77
1985 06 19 12	55608.50	3.36	486.69	0.00	15.01	15.01	1343.46
1985 06 20 12	55608.50	0.45	383.94	0.00	13.95	13.95	1166.55
1985 06 21 12	55608.50	0.53	375.59	0.00	15.07	15.07	1241.16
1985 06 22 12	55608.50	1.02	479.31	0.00	15.78	15.78	1291.11
1985 06 23 12	55608.50	7.38	324.92	0.00	16.08	16.08	1510.77
1985 06 24 12	55608.50	12.29	363.70	0.00	17.43	17.43	1721.16
1985 06 25 12	55546.30	2.14	224.69	0.00	11.20	11.20	1022.52
1985 06 26 12	55484.15	3.61	197.87	0.00	10.46	10.46	1117.21
1985 06 27 12	55413.27	0.96	235.00	0.00	10.53	10.53	1121.26
1985 06 28 12	55346.46	14.09	188.19	0.00	11.37	11.37	1230.05
1985 06 29 12	55305.21	5.58	283.71	0.00	13.69	13.69	1392.96
1985 06 30 12	55296.64	0.95	405.60	0.00	16.19	16.19	1536.62
1985 07 01 12	55296.00	0.02	477.19	0.00	18.98	18.98	1679.59
1985 07 02 12	55296.00	1.47	303.94	0.00	19.13	19.13	1712.32
1985 07 03 12	55296.00	1.96	361.31	0.00	17.42	17.42	1668.11
1985 07 04 12	55262.89	1.91	417.12	0.00	18.91	18.91	1648.54
1985 07 05 12	55138.55	1.19	455.78	0.00	20.39	20.39	1785.40
1985 07 06 12	54959.61	4.53	407.77	0.00	21.21	21.21	2051.79
1985 07 07 12	54950.40	10.45	310.22	0.00	21.10	21.10	2009.29
1985 07 08 12	54950.40	3.81	303.51	0.00	16.52	16.52	1516.64
1985 07 09 12	54945.32	0.17	380.94	0.00	18.09	18.09	1622.63
1985 07 10 12	54792.95	5.98	324.66	0.00	20.01	20.01	1966.84
1985 07 11 12	54614.01	5.42	346.00	0.00	18.25	18.25	1639.03
1985 07 12 12	54604.80	0.01	476.39	0.00	15.69	15.69	1182.48
1985 07 13 12	54604.80	0.24	418.62	0.00	17.26	17.26	1422.27
1985 07 14 12	54447.35	0.52	436.31	0.00	19.52	19.52	1757.65
1985 07 15 12	54259.84	1.05	403.43	0.00	21.93	21.93	2180.59
1985 07 16 12	54259.20	19.60	324.71	0.00	22.19	22.19	2173.94
1985 07 17 12	54226.09	0.39	480.93	0.00	18.98	18.98	1570.90
1985 07 18 12	53922.81	0.00	472.86	0.00	18.55	18.55	1550.13
1985 07 19 12	53913.60	0.00	276.47	0.00	19.26	19.26	1693.79
1985 07 20 12	53908.52	0.11	363.58	0.00	20.34	20.34	1856.37
1985 07 21 12	53618.46	0.00	403.53	0.00	18.98	18.98	1653.95
1985 07 22 12	53568.00	0.05	384.10	0.00	20.01	20.01	1794.25
1985 07 23 12	53562.92	0.00	401.70	0.00	14.91	14.91	1179.95
1985 07 24 12	53231.61	0.04	448.62	0.00	14.54	14.54	1135.67
1985 07 25 12	53222.40	0.00	478.12	0.00	18.10	18.10	1601.10
1985 07 26 12	53127.10	3.64	346.68	0.00	20.83	20.83	2069.92
1985 07 27 12	52876.80	2.49	430.16	0.00	17.86	17.86	1561.67
1985 07 28 12	52876.80	0.40	390.16	0.00	14.24	14.24	1205.53
1985 07 29 12	52581.66	1.17	383.89	0.00	18.22	18.22	1642.47
1985 07 30 12	52531.20	10.32	346.75	0.00	19.75	19.75	1753.07
1985 07 31 12	52498.09	2.83	307.50	0.00	14.63	14.63	1291.66
1985 08 01 12	52185.60	35.71	258.24	0.00	14.05	14.05	1416.93
1985 08 02 12	52185.60	0.19	456.14	0.00	15.39	15.39	1251.18
1985 08 03 12	51840.64	0.00	427.49	0.00	17.91	17.91	1386.59
1985 08 04 12	51840.00	0.27	393.99	0.00	19.54	19.54	1620.31
1985 08 05 12	51611.66	0.00	479.73	0.00	20.20	20.20	1631.04
1985 08 06 12	51494.40	0.00	491.04	0.00	20.10	20.10	1731.90
1985 08 07 12	51399.10	0.00	469.66	0.00	18.86	18.86	1657.53
1985 08 08 12	51148.80	6.19	241.54	0.00	18.65	18.65	1871.15
1985 08 09 12	51115.69	0.43	476.41	0.00	19.56	19.56	1727.70
1985 08 10 12	50803.20	0.00	492.82	0.00	19.15	19.15	1436.12
1985 08 11 12	50798.12	0.28	301.47	0.00	20.57	20.57	1740.85
1985 08 12 12	50457.60	0.31	448.10	0.00	18.75	18.75	1654.53
1985 08 13 12	50457.60	0.00	433.69	0.00	13.94	13.94	1157.77
1985 08 14 12	50112.00	0.18	444.80	0.00	19.06	19.06	1691.35
1985 08 15 12	50112.00	0.20	342.41	0.00	21.96	21.96	1984.88
1985 08 16 12	49766.40	4.26	429.84	0.00	20.12	20.12	1774.69
1985 08 17 12	49766.40	0.00	352.29	0.00	15.11	15.11	1215.55
1985 08 18 12	49420.80	0.00	477.27	0.00	14.72	14.72	1243.82
1985 08 19 12	49420.80	0.87	318.12	0.00	15.01	15.01	1398.28
1985 08 20 12	49075.20	1.78	222.38	0.00	15.71	15.71	1600.53
1985 08 21 12	49075.20	0.05	288.60	0.00	14.92	14.92	1285.57
1985 08 22 12	48729.60	0.14	393.52	0.00	15.26	15.26	1208.51
1985 08 23 12	48729.60	0.29	329.65	0.00	13.97	13.97	1073.44
1985 08 24 12	48384.00	0.00	346.60	0.00	15.40	15.40	1195.61
1985 08 25 12	48378.92	15.63	130.64	0.00	15.18	15.18	1488.35
1985 08 26 12	48038.40	14.75	152.17	0.00	16.34	16.34	1721.43
1985 08 27 12	47880.95	9.01	276.06	0.00	18.38	18.38	1819.93
1985 08 28 12	47692.80	0.33	365.80	0.00	17.99	17.99	1524.27
1985 08 29 12	47397.66	0.35	460.23	0.00	13.54	13.54	1081.00
1985 08 30 12	47347.20	10.35	136.50	0.00	10.09	10.09	1014.55
1985 08 31 12	47001.60	15.26	128.38	0.00	9.08	9.08	1054.95
1985 09 01 12	47001.60	0.21	454.95	0.00	11.98	11.98	1017.74
1985 09 02 12	46656.00	2.29	179.68	0.00	12.71	12.71	1231.64
1985 09 03 12	46656.00	0.00	293.50	0.00	12.94	12.94	1235.27
1985 09 04 12	46310.40	33.04	241.75	0.00	16.29	16.29	1669.59
1985 09 05 12	46310.40	0.02	405.82	0.00	18.31	18.31	1640.07
1985 09 06 12	45964.80	1.55	349.69	0.00	17.49	17.49	1643.00
1985 09 07 12	45931.69	0.58	352.82	0.00	16.96	16.96	1689.02
1985 09 08 12	45619.20	0.38	432.74	0.00	19.36	19.36	1702.14
1985 09 09 12	45273.60	0.51	425.23	0.00	14.62	14.62	1116.95
1985 09 10 12	45273.60	6.25	95.05	0.00	10.95	10.95	1148.93
1985 09 11 12	44928.00	0.47	355.59	0.00	9.67	9.67	952.00
1985 09 12 12	44928.00	0.28	270.53	0.00	7.11	7.11	736.76
1985 09 13 12	44582.40	0.01	275.83	0.00	8.27	8.27	768.03
1985 09 14 12	44582.40	0.00	366.40	0.00	9.42	9.42	820.15
1985 09 15 12	44236.80	0.00	297.77	0.00	11.53	11.53	1003.48
1985 09 16 12	44236.80	0.00	294.60	0.00	13.11	13.11	1097.98
1985 09 17 12	43891.20	0.00	322.94	0.00	14.52	14.52	1186.44
1985 09 18 12	43545.60	0.04	359.76	0.00	14.81	14.81	1241.37
1985 09 19 12	43545.60	0.05	409.53	0.00	17.86	17.86	1466.61
1985 09 20 12	43200.00	0.00	398.30	0.00	20.46	20.46	1717.91
1985 09 21 12	43200.00	0.00	300.74	0.00	19.49	19.49	1660.84
1985 09 22 12	42854.40	0.00	412.17	0.00	12.47	12.47	934.43
1985 09 23 12	42854.40	0.14	259.32	0.00	13.12	13.12	1131.76
1985 09 24 12	42508.80	4.88	162.36	0.00	13.76	13.76	1393.49
1985 09 25 12	42168.28	13.64	312.35	0.00	14.04	14.04	1378.64
1985 09 26 12	42163.20	0.00	401.36	0.00	12.01	12.01	975.73
1985 09 27 12	41817.60	28.11	191.66	0.00	13.66	13.66	1392.55
1985 09 28 12	41817.60	22.89	203.83	0.00	14.85	14.85	1437.76
1985 09 29 12	41472.00	0.00	391.79	0.00	12.87	12.87	1049.57
1985 09 30 12	41472.00	0.00	379.01	0.00	15.11	15.11	1168.99
1985 10 01 12	41126.40	0.00	360.13	0.00	16.21	16.21	1325.72
1985 10 02 12	41126.40	0.67	112.59	0.00	14.61	14.61	1436.54
1985 10 03 12	40780.80	0.17	368.65	0.00	10.06	10.06	909.94
1985 10 04 12	40468.31	1.50	207.65	0.00	9.00	9.00	969.44
1985 10 05 12	40435.20	25.07	161.16	0.00	8.94	8.94	1041.21
1985 10 06 12	40089.60	11.21	223.54	0.00	9.52	9.52	994.95
1985 10 07 12	40089.60	0.16	212.17	0.00	7.91	7.91	759.44
1985 10 08 12	39744.00	0.01	343.64	0.00	8.46	8.46	754.33
1985 10 09 12	39744.00	0.75	180.32	0.00	11.43	11.43	1048.68
1985 10 10 12	39398.40	0.45	94.65	0.00	12.79	12.79	1299.04
1985 10 11 12	39398.40	0.14	271.32	0.00	5.61	5.61	671.62
1985 10 12 12	39052.80	0.00	282.92	0.00	2.58	2.58	503.22
1985 10 13 12	39002.34	10.11	91.82	0.00	3.47	3.47	645.49
1985 10 14 12	38707.20	3.11	244.66	0.00	9.08	9.08	1030.24
1985 10 15 12	38519.05	20.26	111.06	0.00	11.27	11.27	1254.00
1985 10 16 12	38361.60	2.17	251.51	0.00	10.32	10.32	941.21
1985 10 17 12	38049.11	0.00	264.69	0.00	3.92	3.92	507.14
1985 10 18 12	38016.00	0.01	194.71	0.00	4.43	4.43	579.56
1985 10 19 12	37670.40	0.68	249.10	0.00	11.42	11.42	1091.71
1985 10 20 12	37670.40	0.00	274.09	0.00	5.11	5.11	627.85
1985 10 21 12	37324.80	0.00	306.47	0.00	2.46	2.46	467.46
1985 10 22 12	37324.80	0.00	295.72	0.00	5.18	5.18	528.33
1985 10 23 12	36979.20	0.00	321.37	0.00	8.26	8.26	632.96
1985 10 24 12	36979.20	0.27	305.91	0.00	8.99	8.99	697.30
1985 10 25 12	36633.60	2.54	305.23	0.00	11.38	11.38	970.55
1985 10 26 12	36633.60	0.16	284.06	0.00	5.21	5.21	556.19
1985 10 27 12	36288.00	0.00	229.41	0.00	7.90	7.90	644.17
1985 10 28 12	36288.00	0.00	194.15	0.00	2.52	2.52	466.41
1985 10 29 12	35942.40	0.00	318.31	0.00	-2.05	-2.05	307.09
1985 10 30 12	35942.40	0.00	144.27	0.00	0.10	0.10	368.59
1985 10 31 12	35601.88	0.00	309.51	0.00	0.31	0.31	444.67
1985 11 01 12	35596.80	0.00	328.68	0.00	2.56	2.56	414.77
1985 11 02 12	35284.31	0.00	266.94	0.00	5.75	5.75	737.68
1985 11 03 12	35251.20	0.09	301.77	0.00	4.99	4.99	697.88
1985 11 04 12	35063.05	0.03	336.05	0.00	2.96	2.96	596.95
1985 11 05 12	34905.60	25.95	101.50	0.00	4.30	4.30	784.00
1985 11 06 12	34788.34	38.90	140.72	0.00	9.32	9.32	1105.02
1985 11 07 12	34560.00	7.20	242.26	0.00	9.27	9.27	1046.90
1985 11 08 12	34559.36	0.01	215.99	0.00	6.53	6.53	760.67
1985 11 09 12	34214.40	1.58	225.50	0.00	2.16	2.16	475.75
1985 11 10 12	34214.40	7.37	90.91	0.00	4.14	4.14	695.41
1985 11 11 12	33901.91	3.89	179.42	0.00	1.04	1.04	522.15
1985 11 12 12	33868.80	4.09	138.73	0.00	-2.20	-2.20	359.10
1985 11 13 12	33818.34	5.78	91.54	0.00	3.80	3.80	740.15
1985 11 14 12	33523.20	1.94	248.42	0.00	0.73	0.73	457.81
1985 11 15 12	33523.20	8.83	230.48	0.00	-2.66	-2.66	386.63
1985 11 16 12	33272.90	0.11	305.08	0.00	-5.03	-5.03	230.65
1985 11 17 12	33177.60	10.87	175.33	0.00	-0.80	-0.80	503.40
1985 11 18 12	33168.39	0.00	277.18	0.00	1.75	1.75	569.89
1985 11 19 12	32837.08	0.00	191.57	0.00	2.29	2.29	577.37
