  44.82
 133.00
 587675987
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1987 09 12 12	44928.00	0.00	196.41	0.00	15.21	15.21	1503.33
1987 09 13 12	44582.40	6.38	127.38	0.00	13.62	13.62	1425.78
1987 09 14 12	44582.40	20.00	264.50	0.00	17.18	17.18	1767.19
1987 09 15 12	44236.80	0.00	422.98	0.00	16.06	16.06	1361.02
1987 09 16 12	44090.15	0.26	410.85	0.00	15.86	15.86	1336.35
1987 09 17 12	43891.20	4.68	411.16	0.00	14.54	14.54	1216.35
1987 09 18 12	43545.60	0.00	314.09	0.00	13.35	13.35	1119.08
1987 09 19 12	43545.60	2.13	279.31	0.00	11.89	11.89	1169.60
1987 09 20 12	43200.00	43.59	102.65	0.00	12.03	12.03	1318.28
1987 09 21 12	43200.00	42.53	104.06	0.00	12.41	12.41	1358.73
1987 09 22 12	42854.40	0.17	120.02	0.00	11.60	11.60	1234.56
1987 09 23 12	42854.40	0.04	226.35	0.00	12.61	12.61	1243.99
1987 09 24 12	42508.80	0.00	383.68	0.00	13.04	13.04	1132.11
1987 09 25 12	42361.27	0.01	294.45	0.00	8.12	8.12	759.52
1987 09 26 12	42163.20	0.48	271.03	0.00	7.52	7.52	720.80
1987 09 27 12	41817.60	0.17	415.92	0.00	7.55	7.55	702.84
1987 09 28 12	41817.60	0.00	330.39	0.00	8.19	8.19	857.06
1987 09 29 12	41472.00	0.00	376.42	0.00	16.73	16.73	1564.80
1987 09 30 12	41472.00	15.94	222.67	0.00	15.72	15.72	1597.41
1987 10 01 12	41126.40	5.87	226.84	0.00	14.65	14.65	1501.48
1987 10 02 12	41126.40	4.24	334.15	0.00	10.61	10.61	988.73
1987 10 03 12	40780.80	0.96	383.06	0.00	14.44	14.44	1476.25
1987 10 04 12	40665.19	11.42	261.75	0.00	14.36	14.36	1500.00
1987 10 05 12	40435.20	0.35	398.42	0.00	9.54	9.54	887.60
1987 10 06 12	40089.60	0.00	384.38	0.00	10.87	10.87	1057.25
1987 10 07 12	40089.60	3.54	373.51	0.00	11.52	11.52	1212.30
1987 10 08 12	39744.00	21.65	334.95	0.00	12.63	12.63	1227.08
1987 10 09 12	39744.00	0.00	350.01	0.00	7.81	7.81	699.27
1987 10 10 12	39398.40	0.00	218.02	0.00	9.28	9.28	849.33
1987 10 11 12	39398.40	0.05	120.31	0.00	6.61	6.61	688.72
1987 10 12 12	39052.80	0.00	356.89	0.00	4.71	4.71	594.88
1987 10 13 12	39052.80	0.29	350.59	0.00	6.06	6.06	601.64
1987 10 14 12	38707.20	0.00	334.23	0.00	6.09	6.09	551.14
1987 10 15 12	38684.81	0.00	360.92	0.00	7.30	7.30	733.40
1987 10 16 12	38361.60	0.00	343.69	0.00	7.90	7.90	695.13
1987 10 17 12	38245.99	0.22	338.51	0.00	8.95	8.95	899.70
1987 10 18 12	38016.00	1.89	215.95	0.00	11.24	11.24	1188.10
1987 10 19 12	37817.05	0.03	220.86	0.00	11.82	11.82	1034.81
1987 10 20 12	37670.40	0.00	240.95	0.00	11.05	11.05	977.90
1987 10 21 12	37406.74	2.55	80.44	0.00	10.51	10.51	1193.17
1987 10 22 12	37324.80	1.91	271.07	0.00	7.30	7.30	819.38
1987 10 23 12	37061.14	0.38	142.30	0.00	4.57	4.57	591.47
1987 10 24 12	36979.20	1.43	203.17	0.00	9.12	9.12	904.18
1987 10 25 12	36715.54	6.32	178.88	0.00	10.46	10.46	1089.37
1987 10 26 12	36633.60	0.00	330.76	0.00	4.91	4.91	636.32
1987 10 27 12	36369.94	0.42	332.14	0.00	4.98	4.98	642.58
1987 10 28 12	36288.00	12.98	111.69	0.00	7.88	7.88	1043.02
1987 10 29 12	36089.05	1.26	238.72	0.00	10.59	10.59	1101.09
1987 10 30 12	35942.40	1.61	253.08	0.00	5.76	5.76	643.80
1987 10 31 12	35794.87	0.53	143.73	0.00	6.72	6.72	787.28
1987 11 01 12	35596.80	0.00	194.32	0.00	3.96	3.96	549.47
1987 11 02 12	35481.19	0.05	312.00	0.00	2.34	2.34	450.74
1987 11 03 12	35251.20	1.86	115.90	0.00	4.36	4.36	739.25
1987 11 04 12	35228.81	1.55	161.65	0.00	9.60	9.60	1116.79
1987 11 05 12	34905.60	0.46	183.54	0.00	11.75	11.75	1157.34
1987 11 06 12	34905.60	0.00	199.50	0.00	1.45	1.45	406.76
1987 11 07 12	34560.00	0.00	211.24	0.00	-2.46	-2.46	192.18
1987 11 08 12	34560.00	0.00	200.50	0.00	1.32	1.32	456.96
1987 11 09 12	34296.34	2.10	147.46	0.00	5.61	5.61	781.81
1987 11 10 12	34214.40	0.58	163.55	0.00	2.18	2.18	520.08
1987 11 11 12	34098.79	0.43	176.28	0.00	-0.62	-0.62	383.34
1987 11 12 12	33868.80	13.18	119.18	0.00	-1.13	-1.13	478.21
1987 11 13 12	33868.80	0.00	298.43	0.00	-1.26	-1.26	433.98
1987 11 14 12	33605.14	0.00	140.39	0.00	2.66	2.66	625.88
1987 11 15 12	33523.20	0.00	240.41	0.00	2.47	2.47	499.72
1987 11 16 12	33444.49	0.00	211.63	0.00	-0.61	-0.61	309.97
1987 11 17 12	33177.60	0.40	244.00	0.00	3.52	3.52	677.41
1987 11 18 12	33177.60	2.34	221.07	0.00	10.90	10.90	1194.50
1987 11 19 12	33030.07	0.88	247.97	0.00	6.98	6.98	708.97
1987 11 20 12	32832.00	9.47	139.40	0.00	3.56	3.56	707.09
1987 11 21 12	32832.00	1.81	160.56	0.00	0.53	0.53	514.57
1987 11 22 12	32684.47	0.00	173.24	0.00	-3.76	-3.76	245.22
1987 11 23 12	32486.40	0.00	287.17	0.00	-3.31	-3.31	286.07
1987 11 24 12	32486.40	0.04	193.30	0.00	3.88	3.88	692.75
1987 11 25 12	32370.79	0.07	143.13	0.00	3.73	3.73	670.20
1987 11 26 12	32150.68	28.68	48.90	0.00	0.81	0.81	563.26
1987 11 27 12	32140.80	0.82	280.17	0.00	-2.95	-2.95	404.71
1987 11 28 12	32118.40	0.00	277.77	0.00	-3.84	-3.84	354.82
1987 11 29 12	31941.85	0.00	220.73	0.00	-1.52	-1.52	443.38
1987 11 30 12	31795.20	33.30	96.81	0.00	4.43	4.43	812.58
1987 12 01 12	31795.20	27.43	171.64	0.00	6.08	6.08	851.86
1987 12 02 12	31772.80	0.00	149.83	0.00	2.13	2.13	539.08
1987 12 03 12	31647.67	0.00	139.66	0.00	-0.65	-0.65	321.10
1987 12 04 12	31459.48	0.14	142.34	0.00	-0.06	-0.06	401.57
1987 12 05 12	31449.60	0.12	170.81	0.00	-1.21	-1.21	385.97
1987 12 06 12	31449.60	0.16	128.20	0.00	-0.64	-0.64	440.24
1987 12 07 12	31427.20	0.00	252.71	0.00	-0.64	-0.64	378.80
1987 12 08 12	31333.99	0.00	225.64	0.00	-1.60	-1.60	302.59
1987 12 09 12	31250.65	0.54	109.45	0.00	0.86	0.86	464.44
1987 12 10 12	31113.88	5.83	102.80	0.00	2.60	2.60	691.80
1987 12 11 12	31104.00	9.69	84.13	0.00	2.64	2.64	701.79
1987 12 12 12	31104.00	1.53	206.03	0.00	-0.09	-0.09	524.00
1987 12 13 12	31104.00	0.00	191.00	0.00	-2.08	-2.08	449.93
1987 12 14 12	31104.00	0.20	224.86	0.00	-1.88	-1.88	418.87
1987 12 15 12	31104.00	1.78	243.87	0.00	-3.67	-3.67	366.04
1987 12 16 12	31081.60	28.54	59.79	0.00	-1.83	-1.83	497.85
1987 12 17 12	31025.29	1.88	165.81	0.00	-3.68	-3.68	392.86
1987 12 18 12	30988.39	0.00	227.44	0.00	-10.48	-10.48	224.62
1987 12 19 12	30988.39	3.10	102.67	0.00	-10.13	-10.13	243.80
1987 12 20 12	30988.39	5.32	128.78	0.00	-5.84	-5.84	358.13
1987 12 21 12	30988.39	3.63	170.96	0.00	0.65	0.65	596.88
1987 12 22 12	30988.39	0.00	183.65	0.00	-0.58	-0.58	465.95
1987 12 23 12	30988.39	0.03	193.77	0.00	-0.38	-0.38	477.17
1987 12 24 12	31025.29	0.57	189.45	0.00	-0.66	-0.66	455.69
1987 12 25 12	31025.29	11.36	55.03	0.00	0.19	0.19	558.38
1987 12 26 12	31081.60	0.00	223.21	0.00	-2.17	-2.17	416.06
1987 12 27 12	31104.00	0.01	116.79	0.00	-5.67	-5.67	303.19
1987 12 28 12	31104.00	0.02	214.66	0.00	-7.16	-7.16	237.96
1987 12 29 12	31104.00	0.07	192.18	0.00	-11.78	-11.78	159.42
1987 12 30 12	31104.00	0.00	176.37	0.00	-14.02	-14.02	136.29
1987 12 31 12	31104.00	0.00	246.80	0.00	-11.19	-11.19	188.48
1988 01 01 12	31185.94	0.14	132.65	0.00	-0.88	-0.88	510.38
1988 01 02 12	31302.07	0.00	205.62	0.00	-3.40	-3.40	325.32
1988 01 03 12	31370.89	0.00	238.76	0.00	-6.83	-6.83	245.22
1988 01 04 12	31449.60	8.68	89.61	0.00	-3.84	-3.84	422.19
1988 01 05 12	31449.60	2.90	180.59	0.00	-6.53	-6.53	303.10
1988 01 06 12	31449.60	0.00	217.97	0.00	-15.57	-15.57	111.17
1988 01 07 12	31596.25	0.18	248.43	0.00	-17.47	-17.47	105.67
1988 01 08 12	31716.49	0.72	177.38	0.00	-15.60	-15.60	138.89
1988 01 09 12	31795.20	9.90	108.51	0.00	-7.59	-7.59	311.51
1988 01 10 12	31795.20	0.00	216.97	0.00	-9.46	-9.46	215.62
1988 01 11 12	31805.08	0.00	252.54	0.00	-10.88	-10.88	199.06
1988 01 12 12	32025.19	0.06	244.99	0.00	-5.71	-5.71	307.49
1988 01 13 12	32140.80	0.77	116.82	0.00	0.38	0.38	571.07
1988 01 14 12	32140.80	0.03	268.48	0.00	-17.86	-17.86	130.13
1988 01 15 12	32287.45	0.00	270.48	0.00	-19.03	-19.03	104.29
1988 01 16 12	32464.00	0.00	171.58	0.00	-7.58	-7.58	277.24
1988 01 17 12	32486.40	0.25	238.56	0.00	-2.22	-2.22	446.24
1988 01 18 12	32496.28	8.52	123.84	0.00	1.18	1.18	607.96
1988 01 19 12	32809.60	6.21	155.11	0.00	1.17	1.17	602.55
1988 01 20 12	32832.00	0.61	162.36	0.00	-2.69	-2.69	443.52
1988 01 21 12	32841.88	4.02	149.81	0.00	0.63	0.63	607.26
1988 01 22 12	33155.20	0.00	291.44	0.00	-4.34	-4.34	336.12
1988 01 23 12	33177.60	0.00	244.93	0.00	-6.57	-6.57	294.03
1988 01 24 12	33324.25	0.07	272.57	0.00	-4.37	-4.37	347.96
1988 01 25 12	33523.20	1.30	239.69	0.00	0.55	0.55	571.95
1988 01 26 12	33523.20	25.26	85.96	0.00	-0.21	-0.21	567.53
1988 01 27 12	33753.19	0.00	255.59	0.00	-7.42	-7.42	251.58
1988 01 28 12	33868.80	0.00	274.77	0.00	-14.20	-14.20	138.21
1988 01 29 12	33950.74	0.00	294.47	0.00	-12.88	-12.88	176.33
1988 01 30 12	34214.40	2.09	129.29	0.00	-5.25	-5.25	381.25
1988 01 31 12	34214.40	0.23	143.82	0.00	0.06	0.06	557.18
1988 02 01 12	34481.29	0.00	148.90	0.00	1.89	1.89	629.39
1988 02 02 12	34560.00	9.82	160.52	0.00	2.01	2.01	658.27
1988 02 03 12	34758.07	5.84	322.08	0.00	-10.63	-10.63	183.54
1988 02 04 12	34905.60	18.72	191.62	0.00	-5.78	-5.78	374.57
1988 02 05 12	34987.54	1.93	313.21	0.00	-8.90	-8.90	254.77
1988 02 06 12	35251.20	0.03	343.32	0.00	-12.66	-12.66	132.36
1988 02 07 12	35251.20	0.00	333.89	0.00	-10.52	-10.52	155.98
1988 02 08 12	35596.80	1.17	181.29	0.00	-6.43	-6.43	288.26
1988 02 09 12	35596.80	0.92	285.16	0.00	-8.88	-8.88	215.53
1988 02 10 12	35942.40	1.19	167.10	0.00	-3.70	-3.70	387.44
1988 02 11 12	35942.40	0.00	258.17	0.00	-7.92	-7.92	203.76
1988 02 12 12	36288.00	20.46	212.56	0.00	-6.32	-6.32	304.07
1988 02 13 12	36288.00	21.63	129.45	0.00	-1.31	-1.31	527.48
1988 02 14 12	36633.60	0.02	336.38	0.00	-8.17	-8.17	230.18
1988 02 15 12	36633.60	0.60	291.52	0.00	-5.24	-5.24	362.58
1988 02 16 12	36979.20	3.57	153.59	0.00	1.38	1.38	644.58
1988 02 17 12	36979.20	0.00	220.29	0.00	-4.71	-4.71	331.61
1988 02 18 12	37324.80	0.00	209.02	0.00	-1.32	-1.32	446.73
1988 02 19 12	37324.80	0.00	376.82	0.00	-0.70	-0.70	405.32
1988 02 20 12	37670.40	24.71	241.72	0.00	1.46	1.46	616.00
1988 02 21 12	37670.40	0.07	320.54	0.00	-1.27	-1.27	474.07
1988 02 22 12	38016.00	1.06	339.85	0.00	-10.19	-10.19	211.82
1988 02 23 12	38016.00	1.70	232.50	0.00	1.61	1.61	569.69
1988 02 24 12	38361.60	0.44	283.74	0.00	-0.35	-0.35	471.88
1988 02 25 12	38361.60	0.03	331.65	0.00	-3.94	-3.94	247.70
1988 02 26 12	38707.20	0.81	169.37	0.00	-2.09	-2.09	367.52
1988 02 27 12	38707.20	0.00	428.54	0.00	-3.15	-3.15	326.66
1988 02 28 12	39052.80	0.00	407.13	0.00	-4.40	-4.40	281.86
1988 02 29 12	39062.68	0.32	319.47	0.00	-2.75	-2.75	346.65
1988 03 01 12	39398.40	0.65	229.94	0.00	-1.10	-1.10	411.41
1988 03 02 12	39628.39	0.01	417.12	0.00	-3.54	-3.54	326.70
1988 03 03 12	39744.00	0.00	337.46	0.00	-0.89	-0.89	407.07
1988 03 04 12	40089.60	2.68	211.47	0.00	-2.62	-2.62	354.29
1988 03 05 12	40089.60	0.75	417.16	0.00	-4.67	-4.67	318.22
1988 03 06 12	40435.20	0.00	460.33	0.00	-6.50	-6.50	251.21
1988 03 07 12	40435.20	0.01	216.94	0.00	-0.43	-0.43	492.44
1988 03 08 12	40780.80	0.00	487.16	0.00	-2.75	-2.75	332.18
1988 03 09 12	40780.80	0.44	391.53	0.00	-1.16	-1.16	383.72
1988 03 10 12	41126.40	5.27	361.54	0.00	2.77	2.77	624.72
1988 03 11 12	41126.40	0.00	511.15	0.00	-4.69	-4.69	220.73
1988 03 12 12	41472.00	0.00	501.39	0.00	-9.64	-9.64	140.79
1988 03 13 12	41817.60	2.13	202.02	0.00	-3.60	-3.60	354.42
1988 03 14 12	41817.60	1.60	123.98	0.00	-1.71	-1.71	479.85
1988 03 15 12	42163.20	0.04	321.39	0.00	-1.40	-1.40	431.54
1988 03 16 12	42163.20	0.00	217.13	0.00	-0.62	-0.62	461.30
1988 03 17 12	42508.80	0.14	514.47	0.00	-1.72	-1.72	371.72
1988 03 18 12	42508.80	0.16	511.89	0.00	0.27	0.27	366.86
1988 03 19 12	42854.40	0.00	429.99	0.00	2.03	2.03	422.22
1988 03 20 12	42854.40	0.78	296.15	0.00	-2.76	-2.76	231.82
1988 03 21 12	43200.00	0.00	435.42	0.00	-10.18	-10.18	153.04
1988 03 22 12	43545.60	0.00	428.67	0.00	-9.31	-9.31	187.12
1988 03 23 12	43545.60	0.00	478.56	0.00	-3.39	-3.39	293.23
1988 03 24 12	43891.20	0.00	390.88	0.00	4.20	4.20	577.10
1988 03 25 12	43891.20	0.00	479.08	0.00	4.48	4.48	549.64
1988 03 26 12	44236.80	7.65	280.05	0.00	7.00	7.00	926.02
1988 03 27 12	44236.80	29.36	159.06	0.00	8.86	8.86	1075.63
1988 03 28 12	44582.40	0.07	297.68	0.00	5.16	5.16	675.16
1988 03 29 12	44582.40	0.00	484.99	0.00	1.26	1.26	388.43
1988 03 30 12	44928.00	0.00	542.59	0.00	2.73	2.73	454.03
1988 03 31 12	45273.60	0.00	483.34	0.00	5.51	5.51	617.77
1988 04 01 12	45273.60	0.00	347.50	0.00	5.97	5.97	545.33
1988 04 02 12	45619.20	0.00	500.43	0.00	7.17	7.17	594.59
1988 04 03 12	45619.20	0.00	392.41	0.00	6.20	6.20	697.89
1988 04 04 12	45964.80	2.60	250.59	0.00	8.49	8.49	1010.09
1988 04 05 12	45964.80	7.00	156.01	0.00	8.70	8.70	1047.74
1988 04 06 12	46310.40	2.83	327.81	0.00	4.22	4.22	670.55
1988 04 07 12	46310.40	1.07	152.44	0.00	3.96	3.96	704.80
1988 04 08 12	46656.00	0.70	159.73	0.00	3.06	3.06	653.99
1988 04 09 12	46771.61	0.56	207.65	0.00	5.23	5.23	718.84
1988 04 10 12	47001.60	0.17	181.39	0.00	6.41	6.41	743.72
1988 04 11 12	47337.32	2.06	284.46	0.00	3.54	3.54	591.24
1988 04 12 12	47347.20	0.00	387.87	0.00	1.60	1.60	469.49
1988 04 13 12	47692.80	0.00	421.47	0.00	1.44	1.44	458.50
1988 04 14 12	47692.80	0.13	455.42	0.00	2.25	2.25	474.68
1988 04 15 12	48038.40	2.24	382.10	0.00	2.40	2.40	509.50
1988 04 16 12	48038.40	16.29	124.30	0.00	1.82	1.82	610.10
1988 04 17 12	48384.00	2.41	178.55	0.00	2.61	2.61	631.33
1988 04 18 12	48384.00	0.83	226.67	0.00	5.05	5.05	754.93
1988 04 19 12	48729.60	0.96	523.09	0.00	6.29	6.29	709.93
1988 04 20 12	48729.60	0.34	291.35	0.00	3.71	3.71	476.63
1988 04 21 12	49075.20	0.00	527.48	0.00	4.39	4.39	447.34
1988 04 22 12	49075.20	1.19	259.27	0.00	3.95	3.95	545.74
1988 04 23 12	49420.80	2.46	352.68	0.00	5.10	5.10	602.30
1988 04 24 12	49420.80	16.41	159.36	0.00	4.64	4.64	755.92
1988 04 25 12	49766.40	7.08	205.14	0.00	5.15	5.15	762.31
1988 04 26 12	49766.40	0.11	480.20	0.00	7.82	7.82	727.78
1988 04 27 12	50112.00	0.70	531.00	0.00	8.84	8.84	767.77
1988 04 28 12	50112.00	3.97	417.16	0.00	8.17	8.17	780.30
1988 04 29 12	50457.60	15.93	287.92	0.00	7.89	7.89	962.09
1988 04 30 12	50457.60	0.01	416.09	0.00	7.18	7.18	828.50
1988 05 01 12	50803.20	0.74	312.75	0.00	8.10	8.10	828.11
1988 05 02 12	50803.20	1.12	177.32	0.00	5.96	5.96	762.72
1988 05 03 12	51148.80	0.04	428.43	0.00	6.29	6.29	656.08
1988 05 04 12	51148.80	0.04	328.18	0.00	10.17	10.17	705.56
1988 05 05 12	51412.46	0.00	523.20	0.00	13.74	13.74	755.45
1988 05 06 12	51494.40	0.00	438.07	0.00	10.84	10.84	1075.25
1988 05 07 12	51641.93	0.00	518.13	0.00	11.48	11.48	989.95
1988 05 08 12	51840.00	0.00	534.78	0.00	7.70	7.70	597.45
1988 05 09 12	51862.40	0.00	532.83	0.00	7.80	7.80	636.35
1988 05 10 12	52185.60	0.70	517.44	0.00	6.17	6.17	766.40
1988 05 11 12	52185.60	10.56	266.25	0.00	9.18	9.18	1077.02
1988 05 12 12	52449.26	7.55	482.58	0.00	11.65	11.65	1063.79
1988 05 13 12	52531.20	0.00	477.94	0.00	11.56	11.56	1066.93
1988 05 14 12	52646.81	0.01	524.75	0.00	10.36	10.36	885.77
1988 05 15 12	52876.80	0.00	516.21	0.00	9.01	9.01	642.31
1988 05 16 12	52876.80	0.00	519.71	0.00	10.63	10.63	1050.35
1988 05 17 12	53075.75	10.51	215.96	0.00	11.94	11.94	1311.68
1988 05 18 12	53222.40	2.30	190.88	0.00	12.89	12.89	1333.77
1988 05 19 12	53244.80	1.13	200.63	0.00	12.71	12.71	1307.26
1988 05 20 12	53558.12	2.32	143.28	0.00	13.84	13.84	1461.21
1988 05 21 12	53568.00	0.00	438.81	0.00	15.38	15.38	1491.49
1988 05 22 12	53590.40	0.00	447.22	0.00	14.74	14.74	1466.09
1988 05 23 12	53903.73	2.76	407.53	0.00	16.61	16.61	1599.04
1988 05 24 12	53913.60	8.37	352.51	0.00	17.82	17.82	1664.22
1988 05 25 12	53936.00	13.30	151.49	0.00	10.38	10.38	1159.34
1988 05 26 12	54112.55	4.66	240.92	0.00	10.42	10.42	1128.07
1988 05 27 12	54259.20	0.03	394.12	0.00	12.70	12.70	1070.81
1988 05 28 12	54259.20	0.00	511.89	0.00	17.48	17.48	1447.94
1988 05 29 12	54374.81	0.00	511.93	0.00	19.10	19.10	1435.16
1988 05 30 12	54594.93	0.16	422.72	0.00	13.23	13.23	1074.69
1988 05 31 12	54604.80	2.95	418.69	0.00	14.05	14.05	1257.93
1988 06 01 12	54604.80	0.00	493.93	0.00	11.23	11.23	829.24
1988 06 02 12	54683.51	0.61	235.82	0.00	8.29	8.29	823.91
1988 06 03 12	54803.75	0.00	316.23	0.00	10.41	10.41	852.54
1988 06 04 12	54950.40	1.00	481.26	0.00	12.36	12.36	930.19
1988 06 05 12	54950.40	0.41	312.14	0.00	13.20	13.20	1138.16
1988 06 06 12	54950.40	1.91	311.58	0.00	12.35	12.35	1089.82
1988 06 07 12	55029.11	0.41	280.55	0.00	12.27	12.27	946.17
1988 06 08 12	55097.93	0.00	383.12	0.00	10.10	10.10	778.39
1988 06 09 12	55214.06	0.00	505.91	0.00	10.37	10.37	774.93
1988 06 10 12	55296.00	0.12	274.35	0.00	11.63	11.63	965.54
1988 06 11 12	55296.00	0.00	517.14	0.00	13.78	13.78	1093.14
1988 06 12 12	55296.00	0.00	511.49	0.00	15.21	15.21	1314.06
1988 06 13 12	55296.00	2.47	507.45	0.00	21.39	21.39	1818.74
1988 06 14 12	55296.00	0.08	485.29	0.00	20.11	20.11	1816.56
1988 06 15 12	55318.40	0.23	499.41	0.00	21.84	21.84	2080.96
1988 06 16 12	55374.71	3.31	494.31	0.00	23.87	23.87	2163.86
1988 06 17 12	55374.71	2.11	334.58	0.00	19.48	19.48	1926.25
1988 06 18 12	55411.61	0.02	506.26	0.00	18.59	18.59	1697.00
1988 06 19 12	55411.61	0.00	513.66	0.00	18.31	18.31	1676.31
1988 06 20 12	55411.61	0.34	489.14	0.00	18.63	18.63	1836.20
1988 06 21 12	55411.61	2.51	471.62	0.00	20.42	20.42	1874.23
1988 06 22 12	55411.61	0.00	489.59	0.00	19.37	19.37	1762.60
1988 06 23 12	55411.61	7.90	284.51	0.00	17.74	17.74	1698.53
1988 06 24 12	55374.71	0.28	458.76	0.00	12.06	12.06	954.73
1988 06 25 12	55318.40	3.26	193.39	0.00	12.00	12.00	1134.38
1988 06 26 12	55296.00	8.21	486.82	0.00	15.59	15.59	1527.95
1988 06 27 12	55296.00	0.25	329.04	0.00	16.02	16.02	1420.03
1988 06 28 12	55296.00	0.00	498.24	0.00	15.97	15.97	1367.91
1988 06 29 12	55296.00	6.05	439.87	0.00	14.03	14.03	1390.40
1988 06 30 12	55296.00	5.19	482.69	0.00	14.42	14.42	1407.09
1988 07 01 12	55286.12	13.62	324.32	0.00	13.88	13.88	1402.59
1988 07 02 12	55149.35	0.91	389.74	0.00	13.39	13.39	1271.12
1988 07 03 12	55066.01	0.67	368.74	0.00	15.24	15.24	1376.99
1988 07 04 12	54972.80	0.03	434.90	0.00	18.73	18.73	1657.53
1988 07 05 12	54950.40	0.00	487.15	0.00	18.56	18.56	1643.94
1988 07 06 12	54950.40	0.00	408.49	0.00	20.57	20.57	1955.73
1988 07 07 12	54940.52	0.00	432.10	0.00	22.26	22.26	2204.58
1988 07 08 12	54752.33	0.00	405.92	0.00	22.39	22.39	2316.87
1988 07 09 12	54627.19	2.71	379.02	0.00	23.75	23.75	2568.28
1988 07 10 12	54604.80	1.29	431.23	0.00	21.83	21.83	2323.24
1988 07 11 12	54604.80	0.82	455.55	0.00	22.97	22.97	2432.44
1988 07 12 12	54458.15	4.03	360.11	0.00	24.41	24.41	2462.75
1988 07 13 12	54281.60	2.29	444.64	0.00	21.69	21.69	1890.90
1988 07 14 12	54259.20	6.52	349.32	0.00	19.40	19.40	1816.08
1988 07 15 12	54249.32	5.18	471.19	0.00	18.61	18.61	1642.47
1988 07 16 12	54029.21	1.42	188.04	0.00	16.34	16.34	1528.88
1988 07 17 12	53913.60	1.18	372.52	0.00	19.95	19.95	1984.24
1988 07 18 12	53913.60	1.97	459.23	0.00	22.63	22.63	2201.94
1988 07 19 12	53715.53	0.93	277.01	0.00	22.96	22.96	2340.73
1988 07 20 12	53568.00	1.83	365.22	0.00	21.48	21.48	2010.31
1988 07 21 12	53568.00	7.76	118.65	0.00	18.48	18.48	1796.38
1988 07 22 12	53369.93	17.97	220.65	0.00	18.41	18.41	1923.09
1988 07 23 12	53222.40	0.54	453.25	0.00	20.67	20.67	1971.50
1988 07 24 12	53222.40	19.66	107.70	0.00	17.93	17.93	1919.89
1988 07 25 12	52955.51	0.31	210.69	0.00	18.50	18.50	1969.97
1988 07 26 12	52876.80	0.52	387.46	0.00	19.88	19.88	2002.36
1988 07 27 12	52794.86	3.23	304.98	0.00	19.26	19.26	2034.87
1988 07 28 12	52531.20	2.40	317.23	0.00	19.88	19.88	2093.35
1988 07 29 12	52531.20	0.95	401.04	0.00	21.42	21.42	2064.65
1988 07 30 12	52301.21	3.79	397.85	0.00	21.16	21.16	2230.11
1988 07 31 12	52185.60	2.71	304.27	0.00	22.95	22.95	2310.15
1988 08 01 12	52103.66	0.03	493.26	0.00	21.71	21.71	2158.96
1988 08 02 12	51840.00	0.00	487.40	0.00	21.71	21.71	2105.43
1988 08 03 12	51840.00	0.16	407.78	0.00	22.79	22.79	2247.19
1988 08 04 12	51494.40	3.75	467.36	0.00	24.27	24.27	2632.23
1988 08 05 12	51494.40	0.00	426.92	0.00	26.16	26.16	2758.57
1988 08 06 12	51227.51	0.33	472.12	0.00	25.23	25.23	2703.64
1988 08 07 12	51148.80	8.61	290.07	0.00	21.33	21.33	2339.38
1988 08 08 12	50918.81	5.09	315.00	0.00	21.51	21.51	2254.40
1988 08 09 12	50803.20	0.00	339.98	0.00	22.49	22.49	2275.39
1988 08 10 12	50605.13	0.25	473.98	0.00	23.45	23.45	2395.15
1988 08 11 12	50457.60	0.00	345.54	0.00	25.43	25.43	2530.53
1988 08 12 12	50310.95	0.01	484.08	0.00	25.38	25.38	2495.20
1988 08 13 12	50112.00	3.64	368.95	0.00	24.36	24.36	2449.60
1988 08 14 12	50030.06	8.40	321.11	0.00	21.24	21.24	2135.51
1988 08 15 12	49766.40	20.38	316.65	0.00	18.84	18.84	2017.37
1988 08 16 12	49684.46	3.84	207.41	0.00	19.53	19.53	2122.35
1988 08 17 12	49420.80	0.16	430.15	0.00	18.79	18.79	1724.62
1988 08 18 12	49338.86	0.44	476.12	0.00	18.17	18.17	1521.45
1988 08 19 12	49075.20	0.00	469.53	0.00	14.23	14.23	1113.70
1988 08 20 12	48993.26	0.54	439.12	0.00	16.68	16.68	1376.70
1988 08 21 12	48729.60	4.73	185.08	0.00	13.42	13.42	1303.59
1988 08 22 12	48582.95	0.01	383.75	0.00	11.46	11.46	988.11
1988 08 23 12	48384.00	0.00	459.77	0.00	12.40	12.40	1014.87
1988 08 24 12	48185.93	2.86	244.02	0.00	11.20	11.20	1091.93
1988 08 25 12	48038.40	12.46	280.26	0.00	13.85	13.85	1472.44
1988 08 26 12	47715.19	0.42	465.56	0.00	17.77	17.77	1799.64
1988 08 27 12	47692.80	0.45	471.71	0.00	19.84	19.84	1876.32
1988 08 28 12	47347.20	0.27	335.85	0.00	18.82	18.82	1928.34
1988 08 29 12	47347.20	7.91	218.19	0.00	19.08	19.08	2061.01
1988 08 30 12	47001.60	26.11	333.83	0.00	18.57	18.57	1835.48
1988 08 31 12	47001.60	0.00	464.37	0.00	16.61	16.61	1354.43
1988 09 01 12	46656.00	0.00	388.25	0.00	17.29	17.29	1378.14
1988 09 02 12	46656.00	0.00	445.33	0.00	17.53	17.53	1541.01
