  44.98
 613.00
 913874993
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1984 10 05 12	40089.60	0.06	290.02	0.00	3.67	3.67	517.47
1984 10 06 12	40089.60	0.00	255.77	0.00	1.31	1.31	438.91
1984 10 07 12	39744.00	0.00	349.82	0.00	1.32	1.32	407.17
1984 10 08 12	39744.00	0.66	280.08	0.00	5.55	5.55	499.04
1984 10 09 12	39398.40	0.19	308.29	0.00	9.16	9.16	648.41
1984 10 10 12	39398.40	0.00	351.01	0.00	6.70	6.70	539.62
1984 10 11 12	39052.80	0.00	354.26	0.00	7.54	7.54	566.32
1984 10 12 12	39002.34	0.00	343.47	0.00	10.90	10.90	700.03
1984 10 13 12	38707.20	0.18	275.68	0.00	12.42	12.42	745.08
1984 10 14 12	38519.05	0.05	324.71	0.00	10.05	10.05	649.48
1984 10 15 12	38361.60	0.00	336.04	0.00	7.26	7.26	537.49
1984 10 16 12	38049.11	0.00	340.33	0.00	8.61	8.61	549.85
1984 10 17 12	38016.00	0.00	330.05	0.00	8.51	8.51	540.48
1984 10 18 12	37670.40	0.00	331.91	0.00	5.63	5.63	453.35
1984 10 19 12	37670.40	1.73	248.30	0.00	6.45	6.45	474.68
1984 10 20 12	37324.80	0.85	274.94	0.00	7.96	7.96	550.79
1984 10 21 12	37324.80	1.33	224.26	0.00	11.52	11.52	764.18
1984 10 22 12	36979.20	2.07	177.36	0.00	10.13	10.13	818.28
1984 10 23 12	36979.20	0.54	215.90	0.00	11.30	11.30	836.19
1984 10 24 12	36633.60	1.20	227.64	0.00	8.06	8.06	647.58
1984 10 25 12	36633.60	6.80	207.89	0.00	6.23	6.23	578.91
1984 10 26 12	36288.00	8.03	203.91	0.00	6.01	6.01	570.54
1984 10 27 12	36288.00	3.30	47.37	0.00	1.68	1.68	546.98
1984 10 28 12	35942.40	2.27	150.48	0.00	3.60	3.60	660.93
1984 10 29 12	35942.40	0.83	174.43	0.00	11.08	11.08	884.01
1984 10 30 12	35601.88	0.09	292.98	0.00	5.67	5.67	488.39
1984 10 31 12	35596.80	0.00	276.66	0.00	3.95	3.95	419.85
1984 11 01 12	35284.31	0.60	250.19	0.00	1.65	1.65	355.03
1984 11 02 12	35251.20	0.20	281.98	0.00	1.92	1.92	369.60
1984 11 03 12	35063.05	0.03	245.81	0.00	1.95	1.95	392.41
1984 11 04 12	34905.60	1.03	233.32	0.00	-0.89	-0.89	321.50
1984 11 05 12	34788.34	7.16	236.87	0.00	0.61	0.61	393.19
1984 11 06 12	34560.00	1.82	187.45	0.00	5.58	5.58	617.66
1984 11 07 12	34559.36	0.00	269.07	0.00	2.61	2.61	447.77
1984 11 08 12	34214.40	0.00	271.91	0.00	-2.69	-2.69	293.58
1984 11 09 12	34214.40	2.69	220.81	0.00	-1.75	-1.75	326.12
1984 11 10 12	33901.91	3.74	188.07	0.00	1.14	1.14	487.52
1984 11 11 12	33868.80	27.04	91.24	0.00	6.45	6.45	808.72
1984 11 12 12	33818.34	13.17	138.44	0.00	9.95	9.95	915.13
1984 11 13 12	33523.20	2.32	171.92	0.00	8.60	8.60	724.59
1984 11 14 12	33523.20	0.59	88.52	0.00	2.08	2.08	508.20
1984 11 15 12	33272.90	0.11	157.86	0.00	-1.37	-1.37	411.45
1984 11 16 12	33177.60	0.01	194.67	0.00	0.85	0.85	450.10
1984 11 17 12	33168.39	0.02	158.85	0.00	2.19	2.19	477.69
1984 11 18 12	32837.08	0.17	176.98	0.00	-2.89	-2.89	321.02
1984 11 19 12	32832.00	0.04	241.50	0.00	-5.85	-5.85	241.33
1984 11 20 12	32781.54	0.01	176.80	0.00	-7.51	-7.51	238.63
1984 11 21 12	32491.48	0.00	138.09	0.00	-5.02	-5.02	314.50
1984 11 22 12	32486.40	0.00	189.63	0.00	-3.52	-3.52	325.84
1984 11 23 12	32477.19	0.00	227.37	0.00	-4.18	-4.18	284.80
1984 11 24 12	32173.90	0.00	224.66	0.00	-3.68	-3.68	282.39
1984 11 25 12	32140.80	0.00	243.18	0.00	-5.57	-5.57	231.60
1984 11 26 12	32140.16	0.00	248.64	0.00	-4.17	-4.17	252.79
1984 11 27 12	31952.65	0.00	241.63	0.00	1.67	1.67	366.15
1984 11 28 12	31795.20	0.14	185.56	0.00	1.96	1.96	381.88
1984 11 29 12	31795.20	16.14	176.27	0.00	1.68	1.68	423.78
1984 11 30 12	31785.99	4.27	142.63	0.00	4.47	4.47	577.79
1984 12 01 12	31607.05	0.08	158.28	0.00	0.79	0.79	458.29
1984 12 02 12	31454.68	0.02	153.44	0.00	0.15	0.15	428.73
1984 12 03 12	31449.60	13.87	193.35	0.00	-4.13	-4.13	284.43
1984 12 04 12	31449.60	3.83	209.86	0.00	-4.64	-4.64	268.31
1984 12 05 12	31440.39	3.05	181.46	0.00	-4.42	-4.42	269.82
1984 12 06 12	31261.45	15.65	195.12	0.00	-8.75	-8.75	193.53
1984 12 07 12	31137.10	5.18	173.63	0.00	-8.23	-8.23	199.96
1984 12 08 12	31104.00	0.51	215.48	0.00	-12.91	-12.91	135.22
1984 12 09 12	31104.00	0.05	253.15	0.00	-8.68	-8.68	195.14
1984 12 10 12	31104.00	0.06	227.28	0.00	-2.63	-2.63	325.92
1984 12 11 12	31103.35	0.01	164.99	0.00	-0.90	-0.90	414.12
1984 12 12 12	31094.79	1.42	177.02	0.00	-0.47	-0.47	420.97
1984 12 13 12	31053.54	0.38	182.29	0.00	-0.44	-0.44	411.57
1984 12 14 12	30986.74	2.56	205.26	0.00	-1.71	-1.71	301.02
1984 12 15 12	30915.85	3.23	158.59	0.00	-6.97	-6.97	222.30
1984 12 16 12	30853.70	0.73	176.00	0.00	-9.05	-9.05	224.62
1984 12 17 12	30791.50	0.01	227.47	0.00	-3.83	-3.83	336.64
1984 12 18 12	30791.50	0.27	189.19	0.00	1.85	1.85	464.12
1984 12 19 12	30791.50	4.06	181.49	0.00	-1.26	-1.26	361.78
1984 12 20 12	30791.50	1.08	173.04	0.00	-5.08	-5.08	279.04
1984 12 21 12	30791.50	12.09	212.24	0.00	-6.87	-6.87	201.39
1984 12 22 12	30791.50	4.97	182.57	0.00	-8.65	-8.65	196.33
1984 12 23 12	30853.70	0.47	250.02	0.00	-5.95	-5.95	234.62
1984 12 24 12	30853.70	0.07	224.18	0.00	-6.81	-6.81	213.69
1984 12 25 12	30915.85	0.02	255.12	0.00	-4.59	-4.59	221.81
1984 12 26 12	30986.74	0.00	262.73	0.00	-11.16	-11.16	119.35
1984 12 27 12	31053.54	0.01	257.30	0.00	-16.89	-16.89	65.75
1984 12 28 12	31094.79	7.77	211.75	0.00	-18.04	-18.04	82.41
1984 12 29 12	31104.00	2.70	200.92	0.00	-9.68	-9.68	197.29
1984 12 30 12	31104.00	0.17	267.70	0.00	-1.63	-1.63	281.33
1984 12 31 12	31104.00	9.80	221.65	0.00	-8.86	-8.86	153.19
1985 01 01 12	31104.00	13.72	226.94	0.00	-10.40	-10.40	138.40
1985 01 02 12	31109.08	2.95	199.35	0.00	-10.57	-10.57	164.05
1985 01 03 12	31199.30	0.01	269.62	0.00	-9.59	-9.59	161.02
1985 01 04 12	31332.34	0.00	276.05	0.00	-13.94	-13.94	103.07
1985 01 05 12	31448.96	0.00	285.47	0.00	-12.90	-12.90	101.46
1985 01 06 12	31449.60	0.00	272.42	0.00	-11.82	-11.82	116.18
1985 01 07 12	31449.60	1.72	227.95	0.00	-15.84	-15.84	87.63
1985 01 08 12	31544.90	0.51	229.85	0.00	-15.52	-15.52	96.60
1985 01 09 12	31744.74	0.02	267.68	0.00	-14.62	-14.62	104.14
1985 01 10 12	31795.20	0.00	193.92	0.00	-16.81	-16.81	98.01
1985 01 11 12	31795.20	0.00	248.44	0.00	-17.03	-17.03	93.15
1985 01 12 12	31828.31	0.00	285.41	0.00	-15.76	-15.76	93.53
1985 01 13 12	32090.34	0.00	257.78	0.00	-13.63	-13.63	117.06
1985 01 14 12	32140.80	0.04	255.15	0.00	-12.55	-12.55	134.86
1985 01 15 12	32140.80	0.04	224.72	0.00	-9.20	-9.20	173.73
1985 01 16 12	32298.25	0.01	303.37	0.00	-11.52	-11.52	113.49
1985 01 17 12	32486.40	0.67	176.47	0.00	-17.50	-17.50	80.99
1985 01 18 12	32486.40	0.18	289.55	0.00	-19.24	-19.24	69.69
1985 01 19 12	32643.85	5.04	250.08	0.00	-16.42	-16.42	79.00
1985 01 20 12	32832.00	2.25	245.95	0.00	-13.69	-13.69	99.46
1985 01 21 12	32832.00	0.24	296.41	0.00	-14.58	-14.58	96.05
1985 01 22 12	32989.45	0.01	242.96	0.00	-16.68	-16.68	97.39
1985 01 23 12	33177.60	0.01	240.05	0.00	-12.94	-12.94	149.18
1985 01 24 12	33177.60	0.01	236.49	0.00	-8.79	-8.79	195.23
1985 01 25 12	33472.74	0.98	254.29	0.00	-10.93	-10.93	138.81
1985 01 26 12	33523.20	0.26	304.79	0.00	-12.09	-12.09	124.42
1985 01 27 12	33556.31	0.00	295.33	0.00	-12.61	-12.61	124.92
1985 01 28 12	33868.80	0.00	305.32	0.00	-13.45	-13.45	113.18
1985 01 29 12	33868.80	0.00	334.65	0.00	-13.02	-13.02	103.15
1985 01 30 12	34163.94	0.00	321.13	0.00	-13.25	-13.25	99.82
1985 01 31 12	34214.40	1.52	277.99	0.00	-16.26	-16.26	67.43
1985 02 01 12	34309.70	5.81	281.16	0.00	-15.92	-15.92	92.03
1985 02 02 12	34560.00	1.97	196.32	0.00	-7.93	-7.93	206.78
1985 02 03 12	34565.08	0.14	339.73	0.00	-10.74	-10.74	134.26
1985 02 04 12	34905.60	0.00	359.28	0.00	-17.93	-17.93	58.32
1985 02 05 12	34905.60	1.32	290.09	0.00	-18.17	-18.17	56.21
1985 02 06 12	35250.56	0.39	325.41	0.00	-17.28	-17.28	61.29
1985 02 07 12	35251.20	0.01	365.12	0.00	-19.66	-19.66	53.67
1985 02 08 12	35587.59	0.92	274.68	0.00	-17.76	-17.76	71.52
1985 02 09 12	35596.80	0.25	304.14	0.00	-17.79	-17.79	90.99
1985 02 10 12	35891.94	0.00	220.69	0.00	-12.06	-12.06	159.34
1985 02 11 12	35942.40	0.00	358.62	0.00	-10.08	-10.08	154.81
1985 02 12 12	36170.73	19.27	311.57	0.00	-7.22	-7.22	163.95
1985 02 13 12	36288.00	30.39	312.39	0.00	-4.39	-4.39	251.43
1985 02 14 12	36516.34	6.66	234.49	0.00	0.19	0.19	411.18
1985 02 15 12	36633.60	0.84	301.68	0.00	-5.12	-5.12	250.77
1985 02 16 12	36861.94	0.22	365.39	0.00	-5.82	-5.82	211.41
1985 02 17 12	36979.20	0.00	394.04	0.00	-10.44	-10.44	145.72
1985 02 18 12	37274.34	0.00	409.18	0.00	-7.44	-7.44	164.31
1985 02 19 12	37324.80	1.47	323.20	0.00	-9.26	-9.26	156.92
1985 02 20 12	37661.19	0.39	397.51	0.00	-6.33	-6.33	187.70
1985 02 21 12	37670.40	0.10	383.31	0.00	-11.00	-11.00	112.33
1985 02 22 12	38015.36	2.59	346.58	0.00	-9.91	-9.91	159.05
1985 02 23 12	38016.00	9.95	274.95	0.00	0.29	0.29	424.40
1985 02 24 12	38361.60	10.57	205.62	0.00	2.44	2.44	542.07
1985 02 25 12	38361.60	2.20	230.09	0.00	1.03	1.03	466.03
1985 02 26 12	38707.20	0.03	372.56	0.00	-4.84	-4.84	265.55
1985 02 27 12	38707.20	0.21	344.42	0.00	-3.97	-3.97	243.10
1985 02 28 12	39052.80	0.05	453.15	0.00	-6.46	-6.46	163.04
1985 03 01 12	39052.80	0.00	425.02	0.00	-8.58	-8.58	176.73
1985 03 02 12	39398.40	0.01	426.45	0.00	-1.23	-1.23	289.43
1985 03 03 12	39431.50	0.00	452.00	0.00	-1.74	-1.74	241.70
1985 03 04 12	39744.00	15.09	350.56	0.00	-11.69	-11.69	121.23
1985 03 05 12	40039.14	7.71	340.97	0.00	-13.60	-13.60	116.11
1985 03 06 12	40089.60	0.98	456.51	0.00	-9.93	-9.93	135.61
1985 03 07 12	40435.20	0.01	459.09	0.00	-14.67	-14.67	81.17
1985 03 08 12	40435.20	0.37	393.12	0.00	-12.61	-12.61	112.73
1985 03 09 12	40780.80	0.10	438.82	0.00	-3.73	-3.73	243.80
1985 03 10 12	40780.80	0.00	481.36	0.00	-3.82	-3.82	227.70
1985 03 11 12	41126.40	0.73	390.77	0.00	-2.94	-2.94	225.59
1985 03 12 12	41126.40	30.58	400.39	0.00	-1.54	-1.54	293.91
1985 03 13 12	41472.00	8.71	194.65	0.00	1.03	1.03	488.43
1985 03 14 12	41808.39	0.20	220.54	0.00	1.15	1.15	519.60
1985 03 15 12	41817.60	0.00	311.43	0.00	0.14	0.14	413.91
1985 03 16 12	42163.20	0.00	500.06	0.00	-7.42	-7.42	188.97
1985 03 17 12	42163.20	0.00	445.98	0.00	-8.25	-8.25	185.40
1985 03 18 12	42508.80	0.00	500.75	0.00	-5.79	-5.79	192.62
1985 03 19 12	42508.80	0.00	522.69	0.00	-10.41	-10.41	128.56
1985 03 20 12	42854.40	0.01	511.34	0.00	-7.57	-7.57	152.99
1985 03 21 12	42854.40	0.00	537.15	0.00	-2.47	-2.47	215.97
1985 03 22 12	43200.00	0.00	439.27	0.00	-6.73	-6.73	202.18
1985 03 23 12	43545.60	0.00	530.28	0.00	-4.03	-4.03	233.33
1985 03 24 12	43545.60	0.00	537.89	0.00	-0.47	-0.47	275.18
1985 03 25 12	43891.20	0.00	529.32	0.00	-1.59	-1.59	258.43
1985 03 26 12	43891.20	0.00	408.46	0.00	-4.87	-4.87	254.61
1985 03 27 12	44236.80	0.68	374.89	0.00	-3.23	-3.23	304.35
1985 03 28 12	44236.80	8.79	352.20	0.00	-0.27	-0.27	408.15
1985 03 29 12	44582.40	2.74	438.07	0.00	5.47	5.47	547.14
1985 03 30 12	44591.61	0.12	447.84	0.00	5.47	5.47	521.05
1985 03 31 12	44928.00	5.91	417.27	0.00	-1.00	-1.00	327.91
1985 04 01 12	45273.60	7.59	387.14	0.00	-0.14	-0.14	356.96
1985 04 02 12	45273.60	4.15	238.98	0.00	-2.04	-2.04	362.06
1985 04 03 12	45619.20	3.37	328.51	0.00	-2.72	-2.72	350.89
1985 04 04 12	45619.20	3.45	305.14	0.00	-0.49	-0.49	410.45
1985 04 05 12	45964.80	7.82	336.23	0.00	0.14	0.14	427.80
1985 04 06 12	45964.80	4.84	173.54	0.00	-0.10	-0.10	473.08
1985 04 07 12	46310.40	0.78	432.81	0.00	1.38	1.38	458.32
1985 04 08 12	46319.61	0.33	427.97	0.00	1.22	1.22	399.01
1985 04 09 12	46656.00	0.16	458.97	0.00	0.10	0.10	347.21
1985 04 10 12	46968.50	0.02	558.88	0.00	-4.71	-4.71	242.84
1985 04 11 12	47001.60	0.00	512.17	0.00	-2.72	-2.72	288.52
1985 04 12 12	47347.20	0.00	589.19	0.00	-1.15	-1.15	283.80
1985 04 13 12	47347.20	0.72	412.00	0.00	-2.20	-2.20	298.55
1985 04 14 12	47692.80	0.61	374.20	0.00	-2.10	-2.10	331.30
1985 04 15 12	47692.80	0.11	530.89	0.00	-0.57	-0.57	396.34
1985 04 16 12	48038.40	1.22	459.66	0.00	8.33	8.33	566.73
1985 04 17 12	48038.40	0.32	609.87	0.00	6.89	6.89	375.35
1985 04 18 12	48384.00	0.21	400.28	0.00	-1.53	-1.53	317.90
1985 04 19 12	48384.64	0.05	564.30	0.00	0.77	0.77	373.80
1985 04 20 12	48729.60	0.04	534.39	0.00	2.26	2.26	385.84
1985 04 21 12	48738.81	0.01	612.43	0.00	4.77	4.77	433.78
1985 04 22 12	49075.20	0.00	597.42	0.00	9.18	9.18	542.89
1985 04 23 12	49125.66	0.00	614.95	0.00	6.63	6.63	417.96
1985 04 24 12	49420.80	0.00	615.63	0.00	4.41	4.41	367.05
1985 04 25 12	49538.06	0.00	615.78	0.00	4.68	4.68	418.90
1985 04 26 12	49766.40	0.32	501.42	0.00	9.39	9.39	596.88
1985 04 27 12	49883.66	0.08	583.08	0.00	11.51	11.51	672.81
1985 04 28 12	50112.00	3.43	456.75	0.00	7.69	7.69	577.75
1985 04 29 12	50229.27	0.95	504.42	0.00	7.68	7.68	608.42
1985 04 30 12	50457.60	0.01	541.92	0.00	8.82	8.82	677.57
1985 05 01 12	50508.06	0.00	589.95	0.00	12.39	12.39	678.53
1985 05 02 12	50803.20	0.00	608.37	0.00	6.16	6.16	458.91
1985 05 03 12	50812.41	0.00	606.04	0.00	7.33	7.33	469.13
1985 05 04 12	51148.80	0.05	510.72	0.00	2.37	2.37	383.41
1985 05 05 12	51149.44	3.56	457.33	0.00	3.03	3.03	428.72
1985 05 06 12	51494.40	12.88	355.67	0.00	3.81	3.81	541.00
1985 05 07 12	51494.40	5.29	292.67	0.00	5.48	5.48	634.82
1985 05 08 12	51834.92	0.58	531.81	0.00	6.55	6.55	535.30
1985 05 09 12	51840.00	0.11	485.31	0.00	1.32	1.32	397.42
1985 05 10 12	52028.15	0.30	474.49	0.00	5.45	5.45	570.01
1985 05 11 12	52185.60	0.13	468.66	0.00	14.26	14.26	911.52
1985 05 12 12	52236.06	0.17	503.68	0.00	14.38	14.38	824.87
1985 05 13 12	52531.20	5.63	343.43	0.00	9.16	9.16	743.64
1985 05 14 12	52531.20	1.50	550.48	0.00	13.81	13.81	692.36
1985 05 15 12	52843.69	0.01	607.54	0.00	6.64	6.64	449.06
1985 05 16 12	52876.80	0.81	479.93	0.00	9.23	9.23	557.22
1985 05 17 12	52927.26	0.55	421.69	0.00	10.26	10.26	734.79
1985 05 18 12	53222.40	15.49	388.54	0.00	12.66	12.66	830.15
1985 05 19 12	53222.40	4.07	459.61	0.00	7.68	7.68	628.11
1985 05 20 12	53410.55	0.02	499.24	0.00	7.65	7.65	648.64
1985 05 21 12	53568.00	0.21	499.59	0.00	12.90	12.90	802.23
1985 05 22 12	53568.00	0.05	573.00	0.00	14.30	14.30	783.20
1985 05 23 12	53756.15	0.04	542.01	0.00	10.21	10.21	606.08
1985 05 24 12	53913.60	0.01	604.87	0.00	11.79	11.79	650.50
1985 05 25 12	53913.60	3.14	471.31	0.00	13.04	13.04	717.31
1985 05 26 12	54101.75	1.75	460.74	0.00	15.20	15.20	830.47
1985 05 27 12	54259.20	8.07	399.47	0.00	13.66	13.66	862.30
1985 05 28 12	54259.20	2.06	347.29	0.00	9.70	9.70	760.56
1985 05 29 12	54309.66	0.00	597.67	0.00	9.25	9.25	586.38
1985 05 30 12	54571.69	0.00	607.91	0.00	9.97	9.97	590.40
1985 05 31 12	54604.80	1.27	461.31	0.00	13.03	13.03	785.20
1985 06 01 12	54604.80	4.30	423.34	0.00	16.21	16.21	1008.36
1985 06 02 12	54655.26	1.04	417.83	0.00	15.03	15.03	1045.58
1985 06 03 12	54855.10	0.00	549.71	0.00	16.90	16.90	964.58
1985 06 04 12	54950.40	0.67	490.23	0.00	14.06	14.06	727.37
1985 06 05 12	54950.40	4.86	460.36	0.00	11.45	11.45	654.30
1985 06 06 12	54951.04	11.59	414.89	0.00	11.41	11.41	714.32
1985 06 07 12	55067.66	2.73	379.63	0.00	7.32	7.32	674.75
1985 06 08 12	55200.70	0.00	580.27	0.00	12.54	12.54	782.84
1985 06 09 12	55290.92	0.28	418.83	0.00	14.96	14.96	932.37
1985 06 10 12	55296.00	0.07	516.33	0.00	15.74	15.74	967.01
1985 06 11 12	55296.00	4.60	362.17	0.00	14.01	14.01	937.36
1985 06 12 12	55296.00	5.49	356.38	0.00	13.88	13.88	956.99
1985 06 13 12	55305.21	1.92	135.88	0.00	10.31	10.31	958.83
1985 06 14 12	55346.46	0.26	198.10	0.00	9.60	9.60	904.11
1985 06 15 12	55413.27	0.03	359.45	0.00	10.28	10.28	818.18
1985 06 16 12	55484.15	1.37	427.80	0.00	12.59	12.59	803.78
1985 06 17 12	55546.30	2.82	358.60	0.00	13.16	13.16	920.87
1985 06 18 12	55546.30	20.73	405.30	0.00	16.03	16.03	1030.23
1985 06 19 12	55608.50	5.64	224.96	0.00	13.78	13.78	1090.04
1985 06 20 12	55608.50	0.11	442.15	0.00	14.46	14.46	987.46
1985 06 21 12	55608.50	0.23	425.94	0.00	13.91	13.91	889.98
1985 06 22 12	55608.50	0.56	426.51	0.00	13.87	13.87	895.34
1985 06 23 12	55608.50	3.38	411.89	0.00	17.43	17.43	1075.88
1985 06 24 12	55608.50	21.45	372.32	0.00	16.21	16.21	1065.58
1985 06 25 12	55546.30	5.48	441.40	0.00	14.65	14.65	962.00
1985 06 26 12	55484.15	2.20	316.65	0.00	11.47	11.47	917.29
1985 06 27 12	55413.27	2.19	269.74	0.00	11.81	11.81	991.03
1985 06 28 12	55346.46	8.15	273.29	0.00	12.16	12.16	1034.32
1985 06 29 12	55305.21	9.09	200.23	0.00	12.41	12.41	1080.64
1985 06 30 12	55296.64	1.86	438.92	0.00	13.47	13.47	989.41
1985 07 01 12	55296.00	0.00	552.76	0.00	15.40	15.40	975.67
1985 07 02 12	55296.00	0.03	518.76	0.00	18.56	18.56	1133.58
1985 07 03 12	55296.00	3.63	378.33	0.00	19.08	19.08	1271.58
1985 07 04 12	55262.89	0.96	482.16	0.00	17.81	17.81	1181.98
1985 07 05 12	55138.55	0.00	549.31	0.00	18.61	18.61	1159.41
1985 07 06 12	54959.61	5.29	391.51	0.00	20.41	20.41	1366.33
1985 07 07 12	54950.40	5.29	367.19	0.00	20.56	20.56	1443.79
1985 07 08 12	54950.40	1.68	338.30	0.00	19.17	19.17	1349.66
1985 07 09 12	54945.32	0.33	440.72	0.00	16.26	16.26	1134.07
1985 07 10 12	54792.95	6.70	386.69	0.00	18.44	18.44	1289.48
1985 07 11 12	54614.01	1.83	378.92	0.00	19.23	19.23	1299.14
1985 07 12 12	54604.80	0.02	557.87	0.00	13.87	13.87	857.54
1985 07 13 12	54604.80	0.00	534.60	0.00	15.44	15.44	956.92
1985 07 14 12	54447.35	0.12	441.26	0.00	16.90	16.90	1102.28
1985 07 15 12	54259.84	9.84	367.27	0.00	18.67	18.67	1373.93
1985 07 16 12	54259.20	7.03	344.30	0.00	22.05	22.05	1584.95
1985 07 17 12	54226.09	1.17	523.40	0.00	19.27	19.27	1208.15
1985 07 18 12	53922.81	0.00	525.57	0.00	17.97	17.97	1143.65
1985 07 19 12	53913.60	0.05	453.70	0.00	19.27	19.27	1280.95
1985 07 20 12	53908.52	0.01	476.93	0.00	20.18	20.18	1360.24
1985 07 21 12	53618.46	0.00	498.07	0.00	19.39	19.39	1300.37
1985 07 22 12	53568.00	0.00	489.30	0.00	20.02	20.02	1312.43
1985 07 23 12	53562.92	0.01	489.26	0.00	19.01	19.01	1117.26
1985 07 24 12	53231.61	0.00	541.81	0.00	13.48	13.48	824.84
1985 07 25 12	53222.40	0.00	541.87	0.00	15.12	15.12	940.83
1985 07 26 12	53127.10	4.34	395.60	0.00	18.72	18.72	1193.67
1985 07 27 12	52876.80	1.14	481.38	0.00	19.71	19.71	1217.86
1985 07 28 12	52876.80	0.00	537.99	0.00	14.73	14.73	893.97
1985 07 29 12	52581.66	4.94	388.55	0.00	15.30	15.30	1044.86
1985 07 30 12	52531.20	2.51	405.94	0.00	19.23	19.23	1241.19
1985 07 31 12	52498.09	24.69	391.76	0.00	15.36	15.36	1006.91
1985 08 01 12	52185.60	7.69	322.58	0.00	15.26	15.26	1068.61
1985 08 02 12	52185.60	0.34	488.85	0.00	12.81	12.81	902.87
1985 08 03 12	51840.64	0.00	515.51	0.00	14.72	14.72	974.25
1985 08 04 12	51840.00	0.48	382.99	0.00	16.81	16.81	1101.10
1985 08 05 12	51611.66	0.13	509.79	0.00	18.28	18.28	1153.39
1985 08 06 12	51494.40	0.00	505.31	0.00	19.38	19.38	1236.81
1985 08 07 12	51399.10	1.04	363.78	0.00	19.71	19.71	1352.07
1985 08 08 12	51148.80	4.59	321.98	0.00	19.27	19.27	1364.34
1985 08 09 12	51115.69	1.14	478.00	0.00	17.17	17.17	1130.88
1985 08 10 12	50803.20	0.00	510.94	0.00	16.91	16.91	1087.41
1985 08 11 12	50798.12	0.13	396.76	0.00	19.05	19.05	1261.40
1985 08 12 12	50457.60	0.03	470.64	0.00	18.64	18.64	1179.28
1985 08 13 12	50457.60	0.00	488.20	0.00	14.69	14.69	964.78
1985 08 14 12	50112.00	0.00	473.50	0.00	15.68	15.68	1121.96
1985 08 15 12	50112.00	2.38	353.27	0.00	20.59	20.59	1472.24
1985 08 16 12	49766.40	0.63	422.25	0.00	21.65	21.65	1474.59
1985 08 17 12	49766.40	0.00	474.19	0.00	16.39	16.39	1042.49
1985 08 18 12	49420.80	0.08	375.48	0.00	14.37	14.37	948.62
1985 08 19 12	49420.80	1.12	357.99	0.00	15.78	15.78	1095.61
1985 08 20 12	49075.20	0.99	272.05	0.00	17.02	17.02	1265.33
1985 08 21 12	49075.20	0.19	446.15	0.00	16.31	16.31	1083.77
1985 08 22 12	48729.60	0.04	460.65	0.00	14.37	14.37	901.18
1985 08 23 12	48729.60	0.14	389.74	0.00	13.43	13.43	887.30
1985 08 24 12	48384.00	3.70	364.13	0.00	13.88	13.88	923.65
1985 08 25 12	48378.92	16.10	337.61	0.00	14.68	14.68	1060.34
1985 08 26 12	48038.40	10.19	138.58	0.00	14.70	14.70	1287.59
1985 08 27 12	47880.95	8.51	102.25	0.00	14.15	14.15	1352.86
1985 08 28 12	47692.80	1.85	353.90	0.00	17.01	17.01	1285.38
1985 08 29 12	47397.66	0.01	490.28	0.00	14.10	14.10	893.10
1985 08 30 12	47347.20	16.74	321.81	0.00	11.87	11.87	862.05
1985 08 31 12	47001.60	6.07	117.66	0.00	8.94	8.94	865.03
1985 09 01 12	47001.60	0.74	267.50	0.00	6.90	6.90	748.72
1985 09 02 12	46656.00	0.41	355.87	0.00	10.86	10.86	843.68
1985 09 03 12	46656.00	15.41	283.46	0.00	13.62	13.62	1050.85
1985 09 04 12	46310.40	15.37	293.21	0.00	14.07	14.07	1108.58
1985 09 05 12	46310.40	3.03	395.24	0.00	15.94	15.94	1145.96
1985 09 06 12	45964.80	2.26	306.40	0.00	16.06	16.06	1205.37
1985 09 07 12	45931.69	0.72	154.48	0.00	14.80	14.80	1303.71
1985 09 08 12	45619.20	0.40	277.13	0.00	15.88	15.88	1287.52
1985 09 09 12	45273.60	3.13	342.55	0.00	14.70	14.70	1011.63
1985 09 10 12	45273.60	2.51	326.53	0.00	14.61	14.61	989.24
1985 09 11 12	44928.00	0.45	264.83	0.00	9.76	9.76	825.53
1985 09 12 12	44928.00	0.01	422.51	0.00	6.19	6.19	584.08
1985 09 13 12	44582.40	0.00	450.11	0.00	5.79	5.79	542.98
1985 09 14 12	44582.40	0.00	441.14	0.00	6.50	6.50	582.18
1985 09 15 12	44236.80	0.00	446.97	0.00	7.95	7.95	618.42
1985 09 16 12	44236.80	0.00	453.62	0.00	9.23	9.23	631.92
1985 09 17 12	43891.20	0.00	444.69	0.00	11.42	11.42	732.38
1985 09 18 12	43545.60	0.05	383.79	0.00	12.45	12.45	819.72
1985 09 19 12	43545.60	0.01	427.89	0.00	14.18	14.18	955.89
1985 09 20 12	43200.00	0.00	399.06	0.00	18.03	18.03	1261.17
1985 09 21 12	43200.00	0.00	388.75	0.00	20.07	20.07	1316.08
1985 09 22 12	42854.40	0.00	426.84	0.00	13.81	13.81	857.33
1985 09 23 12	42854.40	0.00	384.61	0.00	12.49	12.49	887.72
1985 09 24 12	42508.80	15.52	289.29	0.00	14.15	14.15	1030.23
1985 09 25 12	42168.28	5.09	244.90	0.00	13.64	13.64	1028.20
1985 09 26 12	42163.20	0.26	411.89	0.00	10.12	10.12	719.85
