  45.06
 318.00
 771486538
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1984 01 08 12	31449.60	0.03	303.54	0.00	-6.95	-6.95	205.33
1984 01 09 12	31454.02	0.93	234.00	0.00	-12.09	-12.09	134.52
1984 01 10 12	31671.73	12.64	232.12	0.00	-12.98	-12.98	138.12
1984 01 11 12	31795.20	3.56	203.74	0.00	-12.19	-12.19	149.06
1984 01 12 12	31795.20	0.08	314.18	0.00	-18.44	-18.44	70.30
1984 01 13 12	31799.62	0.00	318.44	0.00	-20.88	-20.88	49.02
1984 01 14 12	32065.22	2.67	255.50	0.00	-20.23	-20.23	67.65
1984 01 15 12	32140.80	0.93	217.21	0.00	-13.63	-13.63	129.21
1984 01 16 12	32140.80	0.06	314.91	0.00	-17.38	-17.38	80.94
1984 01 17 12	32362.93	0.00	318.54	0.00	-18.30	-18.30	71.89
1984 01 18 12	32486.40	1.56	268.60	0.00	-14.08	-14.08	100.19
1984 01 19 12	32486.40	1.24	268.04	0.00	-11.82	-11.82	118.48
1984 01 20 12	32708.53	0.22	329.70	0.00	-13.49	-13.49	93.93
1984 01 21 12	32832.00	0.00	336.29	0.00	-19.99	-19.99	47.39
1984 01 22 12	32832.00	0.00	341.87	0.00	-23.83	-23.83	30.31
1984 01 23 12	33102.02	1.29	281.48	0.00	-22.95	-22.95	41.23
1984 01 24 12	33177.60	10.41	272.89	0.00	-14.42	-14.42	116.64
1984 01 25 12	33182.02	2.65	313.04	0.00	-6.34	-6.34	235.35
1984 01 26 12	33523.20	0.17	269.53	0.00	-5.16	-5.16	229.55
1984 01 27 12	33523.20	0.05	324.81	0.00	-12.20	-12.20	135.72
1984 01 28 12	33745.33	0.00	336.79	0.00	-10.57	-10.57	138.20
1984 01 29 12	33868.80	0.01	343.21	0.00	-16.14	-16.14	79.20
1984 01 30 12	33873.22	5.22	292.66	0.00	-15.30	-15.30	94.96
1984 01 31 12	34214.40	8.29	261.60	0.00	-10.83	-10.83	150.62
1984 02 01 12	34214.40	1.82	363.73	0.00	-11.99	-11.99	116.53
1984 02 02 12	34557.64	0.02	358.30	0.00	-14.69	-14.69	93.51
1984 02 03 12	34560.00	6.27	301.96	0.00	-12.58	-12.58	118.19
1984 02 04 12	34830.02	2.07	308.33	0.00	-7.10	-7.10	216.21
1984 02 05 12	34905.60	12.85	213.47	0.00	0.74	0.74	458.70
1984 02 06 12	35055.53	5.26	208.93	0.00	-1.71	-1.71	394.37
1984 02 07 12	35251.20	0.67	258.88	0.00	-5.35	-5.35	265.44
1984 02 08 12	35329.27	0.05	370.22	0.00	-12.58	-12.58	126.56
1984 02 09 12	35596.80	0.06	293.49	0.00	-14.84	-14.84	102.44
1984 02 10 12	35601.22	0.19	330.85	0.00	-19.80	-19.80	64.86
1984 02 11 12	35942.40	0.85	299.13	0.00	-17.52	-17.52	91.72
1984 02 12 12	35942.40	0.21	399.13	0.00	-8.66	-8.66	204.12
1984 02 13 12	36288.00	0.00	333.92	0.00	0.18	0.18	422.31
1984 02 14 12	36288.00	2.55	289.49	0.00	1.78	1.78	489.20
1984 02 15 12	36633.60	8.07	157.31	0.00	1.91	1.91	565.23
1984 02 16 12	36633.60	1.95	316.52	0.00	1.53	1.53	505.01
1984 02 17 12	36979.20	0.00	382.01	0.00	-0.02	-0.02	386.18
1984 02 18 12	36983.62	0.00	408.74	0.00	-0.85	-0.85	336.21
1984 02 19 12	37324.80	3.19	313.24	0.00	-0.41	-0.41	377.91
1984 02 20 12	37402.88	3.34	297.60	0.00	0.88	0.88	437.20
1984 02 21 12	37670.40	0.69	317.03	0.00	-0.27	-0.27	404.24
1984 02 22 12	37820.33	0.01	331.88	0.00	-3.57	-3.57	327.06
1984 02 23 12	38016.00	0.00	327.59	0.00	-3.44	-3.44	349.62
1984 02 24 12	38325.66	2.49	347.62	0.00	1.65	1.65	432.86
1984 02 25 12	38361.60	4.44	257.33	0.00	1.83	1.83	499.79
1984 02 26 12	38707.20	2.99	342.31	0.00	3.60	3.60	489.30
1984 02 27 12	38707.20	0.52	413.62	0.00	-4.20	-4.20	262.95
1984 02 28 12	39052.80	24.49	345.05	0.00	-7.70	-7.70	207.26
1984 02 29 12	39052.80	12.81	394.61	0.00	-7.29	-7.29	196.10
1984 03 01 12	39398.40	1.12	440.28	0.00	-6.87	-6.87	184.93
1984 03 02 12	39398.40	0.01	412.18	0.00	-12.26	-12.26	126.75
1984 03 03 12	39744.00	0.00	442.82	0.00	-14.62	-14.62	108.55
1984 03 04 12	39748.42	0.00	449.41	0.00	-14.19	-14.19	109.78
1984 03 05 12	40089.60	5.38	390.06	0.00	-14.15	-14.15	101.70
1984 03 06 12	40435.20	2.14	417.46	0.00	-11.95	-11.95	120.98
1984 03 07 12	40435.20	0.19	490.27	0.00	-7.58	-7.58	147.40
1984 03 08 12	40780.80	0.00	501.05	0.00	-12.14	-12.14	94.78
1984 03 09 12	40780.80	0.00	507.70	0.00	-17.44	-17.44	64.24
1984 03 10 12	41126.40	0.00	498.03	0.00	-17.35	-17.35	69.75
1984 03 11 12	41126.40	1.11	409.92	0.00	-16.33	-16.33	73.80
1984 03 12 12	41472.00	0.29	522.58	0.00	-14.09	-14.09	75.48
1984 03 13 12	41550.07	17.79	395.17	0.00	-17.66	-17.66	73.72
1984 03 14 12	41817.60	24.04	366.48	0.00	-15.40	-15.40	119.30
1984 03 15 12	42163.20	5.09	305.93	0.00	-9.71	-9.71	220.85
1984 03 16 12	42163.20	1.51	386.87	0.00	-3.26	-3.26	341.18
1984 03 17 12	42508.80	5.47	368.23	0.00	2.72	2.72	464.33
1984 03 18 12	42508.80	12.80	335.98	0.00	-2.79	-2.79	330.53
1984 03 19 12	42854.40	16.39	285.49	0.00	-3.87	-3.87	350.23
1984 03 20 12	42854.40	4.29	202.25	0.00	-1.21	-1.21	464.57
1984 03 21 12	43200.00	9.40	231.55	0.00	0.25	0.25	516.52
1984 03 22 12	43545.60	3.98	228.32	0.00	1.25	1.25	547.42
1984 03 23 12	43545.60	0.41	473.08	0.00	3.02	3.02	498.92
1984 03 24 12	43891.20	0.00	531.64	0.00	-0.58	-0.58	335.60
1984 03 25 12	43891.20	0.00	508.31	0.00	-2.87	-2.87	283.54
1984 03 26 12	44236.80	0.00	543.95	0.00	-4.31	-4.31	251.59
1984 03 27 12	44236.80	0.00	527.44	0.00	-2.96	-2.96	280.34
1984 03 28 12	44582.40	0.00	535.75	0.00	-3.34	-3.34	282.90
1984 03 29 12	44849.93	2.06	421.10	0.00	-1.17	-1.17	351.44
1984 03 30 12	44928.00	0.96	306.88	0.00	-0.55	-0.55	419.91
1984 03 31 12	45273.60	0.11	369.67	0.00	-0.57	-0.57	412.84
1984 04 01 12	45273.60	0.00	561.34	0.00	-1.51	-1.51	330.51
1984 04 02 12	45619.20	0.00	575.88	0.00	1.70	1.70	372.20
1984 04 03 12	45619.20	0.00	576.38	0.00	2.07	2.07	378.88
1984 04 04 12	45964.80	0.10	512.88	0.00	1.68	1.68	394.60
1984 04 05 12	45964.80	29.61	457.86	0.00	4.88	4.88	513.43
1984 04 06 12	46310.40	13.09	344.85	0.00	4.52	4.52	601.11
1984 04 07 12	46577.93	6.68	362.90	0.00	4.75	4.75	606.92
1984 04 08 12	46656.00	1.51	379.58	0.00	1.40	1.40	455.52
1984 04 09 12	47001.60	0.19	377.49	0.00	-2.85	-2.85	337.74
1984 04 10 12	47001.60	1.19	408.77	0.00	-3.26	-3.26	330.12
1984 04 11 12	47347.20	0.30	509.66	0.00	-0.87	-0.87	428.26
1984 04 12 12	47347.20	0.04	382.00	0.00	4.17	4.17	610.79
1984 04 13 12	47692.80	0.06	466.39	0.00	3.86	3.86	554.73
1984 04 14 12	47692.80	0.01	559.02	0.00	3.67	3.67	511.25
1984 04 15 12	48038.40	2.35	482.75	0.00	4.87	4.87	508.57
1984 04 16 12	48074.34	9.10	424.46	0.00	5.28	5.28	592.08
1984 04 17 12	48384.00	2.50	335.18	0.00	4.01	4.01	623.31
1984 04 18 12	48579.67	0.07	496.41	0.00	5.66	5.66	636.15
1984 04 19 12	48729.60	0.00	510.25	0.00	3.99	3.99	537.23
1984 04 20 12	48997.12	0.00	586.92	0.00	2.52	2.52	473.02
1984 04 21 12	49075.20	0.00	593.16	0.00	5.55	5.55	530.48
1984 04 22 12	49416.38	0.00	462.03	0.00	1.32	1.32	453.81
1984 04 23 12	49420.80	0.00	596.13	0.00	2.50	2.50	480.20
1984 04 24 12	49766.40	9.38	488.55	0.00	8.53	8.53	593.56
1984 04 25 12	49766.40	4.43	344.06	0.00	5.35	5.35	612.10
1984 04 26 12	50112.00	0.52	518.01	0.00	4.78	4.78	606.32
1984 04 27 12	50112.00	0.00	605.53	0.00	7.93	7.93	620.31
1984 04 28 12	50457.60	0.00	630.67	0.00	7.75	7.75	536.54
1984 04 29 12	50457.60	0.00	627.63	0.00	10.45	10.45	614.58
1984 04 30 12	50798.78	0.10	549.69	0.00	10.87	10.87	646.32
1984 05 01 12	50803.20	0.06	564.68	0.00	13.35	13.35	737.72
1984 05 02 12	51070.73	0.01	606.55	0.00	8.43	8.43	589.04
1984 05 03 12	51148.80	0.64	399.31	0.00	4.33	4.33	569.47
1984 05 04 12	51344.47	14.61	462.50	0.00	7.09	7.09	633.12
1984 05 05 12	51494.40	4.03	237.30	0.00	3.38	3.38	599.65
1984 05 06 12	51569.98	0.06	402.55	0.00	3.40	3.40	584.61
1984 05 07 12	51840.00	0.00	628.22	0.00	6.84	6.84	570.92
1984 05 08 12	51842.36	4.19	491.30	0.00	9.83	9.83	667.38
1984 05 09 12	52185.60	1.80	419.90	0.00	9.75	9.75	730.77
1984 05 10 12	52185.60	0.19	607.60	0.00	7.34	7.34	593.98
1984 05 11 12	52526.78	5.45	474.26	0.00	7.41	7.41	646.47
1984 05 12 12	52531.20	24.32	469.90	0.00	11.95	11.95	819.22
1984 05 13 12	52654.67	8.90	318.12	0.00	8.75	8.75	804.17
1984 05 14 12	52876.80	12.77	430.27	0.00	9.12	9.12	752.53
1984 05 15 12	52876.80	3.17	415.71	0.00	5.21	5.21	631.50
1984 05 16 12	53217.98	0.01	491.27	0.00	5.81	5.81	645.63
1984 05 17 12	53222.40	0.06	485.01	0.00	6.59	6.59	629.53
1984 05 18 12	53297.98	0.02	615.55	0.00	5.68	5.68	532.19
1984 05 19 12	53568.00	0.00	616.67	0.00	7.12	7.12	592.67
1984 05 20 12	53568.00	2.08	472.77	0.00	10.21	10.21	759.36
1984 05 21 12	53691.47	0.57	522.98	0.00	12.93	12.93	868.19
1984 05 22 12	53913.60	0.13	568.32	0.00	12.21	12.21	857.93
1984 05 23 12	53913.60	13.20	462.86	0.00	16.12	16.12	1084.01
1984 05 24 12	54037.07	3.47	588.04	0.00	18.05	18.05	1116.28
1984 05 25 12	54259.20	0.05	511.30	0.00	12.95	12.95	957.95
1984 05 26 12	54259.20	6.34	429.67	0.00	14.91	14.91	1058.30
1984 05 27 12	54334.78	1.68	610.00	0.00	16.02	16.02	891.18
1984 05 28 12	54600.38	2.01	470.69	0.00	11.10	11.10	728.80
1984 05 29 12	54604.80	45.54	391.16	0.00	9.40	9.40	768.51
1984 05 30 12	54604.80	29.52	178.35	0.00	5.90	5.90	778.88
1984 05 31 12	54728.27	44.70	388.80	0.00	9.12	9.12	866.47
1984 06 01 12	54945.98	18.73	235.50	0.00	9.02	9.02	929.14
1984 06 02 12	54950.40	15.25	264.78	0.00	9.46	9.46	920.33
1984 06 03 12	54950.40	3.55	432.00	0.00	7.74	7.74	807.38
1984 06 04 12	54986.34	2.61	444.95	0.00	12.22	12.22	926.69
1984 06 05 12	55146.07	0.71	528.45	0.00	11.18	11.18	906.41
1984 06 06 12	55296.00	6.07	460.41	0.00	14.36	14.36	1026.32
1984 06 07 12	55296.00	7.72	406.08	0.00	15.21	15.21	1227.61
1984 06 08 12	55296.00	5.52	428.30	0.00	19.03	19.03	1512.82
1984 06 09 12	55298.36	1.03	536.40	0.00	22.24	22.24	1729.69
1984 06 10 12	55331.94	0.00	543.95	0.00	23.26	23.26	1725.21
1984 06 11 12	55419.47	0.00	542.63	0.00	22.39	22.39	1581.63
1984 06 12 12	55563.53	0.00	588.75	0.00	19.46	19.46	1234.11
1984 06 13 12	55637.18	0.00	573.24	0.00	19.14	19.14	1265.47
1984 06 14 12	55641.60	11.66	438.02	0.00	18.93	18.93	1218.71
1984 06 15 12	55641.60	3.07	546.16	0.00	14.05	14.05	944.96
1984 06 16 12	55641.60	0.00	552.26	0.00	10.37	10.37	822.15
1984 06 17 12	55641.60	0.00	571.77	0.00	13.44	13.44	995.39
1984 06 18 12	55641.60	12.94	417.75	0.00	16.89	16.89	1260.66
1984 06 19 12	55641.60	6.26	244.88	0.00	16.00	16.00	1366.15
1984 06 20 12	55641.60	0.75	567.55	0.00	18.01	18.01	1177.74
1984 06 21 12	55641.60	2.97	442.88	0.00	14.32	14.32	934.25
1984 06 22 12	55641.60	0.78	581.59	0.00	13.73	13.73	873.75
1984 06 23 12	55641.60	0.00	582.89	0.00	12.67	12.67	828.29
1984 06 24 12	55641.60	7.48	431.29	0.00	11.80	11.80	864.42
1984 06 25 12	55641.60	48.17	360.10	0.00	11.71	11.71	1012.87
1984 06 26 12	55641.60	23.34	227.17	0.00	13.06	13.06	1192.95
1984 06 27 12	55637.18	2.99	237.45	0.00	11.92	11.92	1173.46
1984 06 28 12	55563.53	0.99	391.21	0.00	15.52	15.52	1265.01
1984 06 29 12	55491.67	5.39	405.87	0.00	18.05	18.05	1364.41
1984 06 30 12	55371.58	1.51	389.28	0.00	17.92	17.92	1461.38
1984 07 01 12	55331.94	0.04	426.69	0.00	18.34	18.34	1496.29
1984 07 02 12	55296.00	0.00	526.89	0.00	19.81	19.81	1496.99
1984 07 03 12	55296.00	0.18	457.72	0.00	22.60	22.60	1686.63
1984 07 04 12	55296.00	1.21	372.70	0.00	21.97	21.97	1736.34
1984 07 05 12	55217.93	23.92	330.69	0.00	22.52	22.52	1848.39
1984 07 06 12	55073.87	6.60	212.61	0.00	19.05	19.05	1750.69
1984 07 07 12	54952.76	10.27	319.44	0.00	20.70	20.70	1723.24
1984 07 08 12	54950.40	3.10	330.42	0.00	17.44	17.44	1381.31
1984 07 09 12	54950.40	1.97	312.76	0.00	14.85	14.85	1245.85
1984 07 10 12	54872.32	0.52	358.86	0.00	15.45	15.45	1320.13
1984 07 11 12	54640.74	9.01	372.21	0.00	17.84	17.84	1424.95
1984 07 12 12	54604.80	4.14	374.62	0.00	19.15	19.15	1526.24
1984 07 13 12	54604.80	0.64	425.55	0.00	19.20	19.20	1467.34
1984 07 14 12	54454.87	0.82	384.77	0.00	18.57	18.57	1411.20
1984 07 15 12	54261.56	2.35	374.94	0.00	20.13	20.13	1557.03
1984 07 16 12	54259.20	1.24	326.75	0.00	19.38	19.38	1621.59
1984 07 17 12	54181.12	0.18	470.73	0.00	19.93	19.93	1555.20
1984 07 18 12	53949.54	3.76	386.19	0.00	18.30	18.30	1367.11
1984 07 19 12	53913.60	0.99	464.65	0.00	18.10	18.10	1369.06
1984 07 20 12	53909.18	0.00	511.34	0.00	17.18	17.18	1290.10
1984 07 21 12	53570.36	2.52	383.20	0.00	18.96	18.96	1405.31
1984 07 22 12	53568.00	0.66	512.09	0.00	19.53	19.53	1451.22
1984 07 23 12	53489.93	0.53	434.59	0.00	20.69	20.69	1646.43
1984 07 24 12	53222.40	0.66	355.46	0.00	21.32	21.32	1699.32
1984 07 25 12	53222.40	0.14	497.36	0.00	17.91	17.91	1304.84
1984 07 26 12	53000.27	0.49	386.74	0.00	15.52	15.52	1168.52
1984 07 27 12	52876.80	7.19	317.28	0.00	16.32	16.32	1328.31
1984 07 28 12	52872.38	2.00	332.59	0.00	15.93	15.93	1291.99
1984 07 29 12	52531.20	0.04	497.13	0.00	14.96	14.96	1172.43
1984 07 30 12	52531.20	0.00	501.90	0.00	17.81	17.81	1350.64
1984 07 31 12	52261.18	0.00	475.26	0.00	19.78	19.78	1541.15
1984 08 01 12	52185.60	0.00	472.52	0.00	20.70	20.70	1584.88
1984 08 02 12	52035.67	0.00	425.79	0.00	18.26	18.26	1445.06
1984 08 03 12	51840.00	0.00	509.04	0.00	18.89	18.89	1385.61
1984 08 04 12	51840.00	0.00	501.03	0.00	20.53	20.53	1485.55
1984 08 05 12	51494.40	0.00	494.91	0.00	21.56	21.56	1613.56
1984 08 06 12	51494.40	0.00	476.29	0.00	23.19	23.19	1796.71
1984 08 07 12	51148.80	2.67	342.56	0.00	22.85	22.85	1808.40
1984 08 08 12	51148.80	0.70	462.06	0.00	21.21	21.21	1650.57
1984 08 09 12	50805.56	0.00	460.03	0.00	20.91	20.91	1658.19
1984 08 10 12	50803.20	0.00	377.69	0.00	20.94	20.94	1774.33
1984 08 11 12	50493.54	0.00	353.49	0.00	20.39	20.39	1791.58
1984 08 12 12	50457.60	0.45	290.15	0.00	21.00	21.00	1862.37
1984 08 13 12	50147.94	4.69	288.43	0.00	21.98	21.98	1974.72
1984 08 14 12	50112.00	3.06	235.75	0.00	22.38	22.38	2106.26
1984 08 15 12	49802.34	19.68	250.59	0.00	22.84	22.84	2075.72
1984 08 16 12	49766.40	5.33	330.47	0.00	20.47	20.47	1733.79
1984 08 17 12	49423.16	0.07	470.56	0.00	19.85	19.85	1440.50
1984 08 18 12	49420.80	0.00	468.84	0.00	15.37	15.37	1111.88
1984 08 19 12	49075.20	3.73	370.64	0.00	14.41	14.41	1054.87
1984 08 20 12	49075.20	2.37	352.21	0.00	15.25	15.25	1094.08
1984 08 21 12	48729.60	0.36	489.59	0.00	13.32	13.32	982.13
1984 08 22 12	48729.60	0.05	428.43	0.00	15.30	15.30	1176.79
1984 08 23 12	48384.00	2.06	339.89	0.00	19.79	19.79	1492.82
1984 08 24 12	48384.00	4.73	205.22	0.00	16.08	16.08	1341.52
1984 08 25 12	48038.40	1.10	441.62	0.00	13.80	13.80	1090.79
1984 08 26 12	48038.40	0.00	480.31	0.00	14.59	14.59	1033.37
1984 08 27 12	47692.80	0.00	486.25	0.00	16.04	16.04	1078.42
1984 08 28 12	47688.38	0.00	469.74	0.00	17.73	17.73	1204.51
1984 08 29 12	47347.20	0.00	466.11	0.00	18.54	18.54	1290.81
1984 08 30 12	47077.18	0.09	369.13	0.00	19.47	19.47	1477.17
1984 08 31 12	47001.60	1.31	269.97	0.00	20.68	20.68	1622.50
1984 09 01 12	46656.00	0.75	357.36	0.00	16.31	16.31	1167.60
1984 09 02 12	46656.00	0.11	442.28	0.00	14.25	14.25	987.55
1984 09 03 12	46310.40	0.00	437.53	0.00	12.57	12.57	918.75
1984 09 04 12	46310.40	0.03	328.90	0.00	12.77	12.77	1041.75
1984 09 05 12	45964.80	0.01	333.96	0.00	14.37	14.37	1114.29
1984 09 06 12	45964.80	0.00	463.31	0.00	11.28	11.28	775.36
1984 09 07 12	45619.20	0.00	457.96	0.00	8.59	8.59	637.78
1984 09 08 12	45349.18	0.00	469.65	0.00	8.15	8.15	619.82
1984 09 09 12	45273.60	0.00	468.60	0.00	10.79	10.79	723.13
1984 09 10 12	44928.00	0.07	409.30	0.00	14.99	14.99	977.82
1984 09 11 12	44928.00	12.89	299.44	0.00	17.02	17.02	1206.42
1984 09 12 12	44582.40	3.39	384.55	0.00	14.54	14.54	1042.51
1984 09 13 12	44582.40	0.50	321.18	0.00	10.63	10.63	822.14
1984 09 14 12	44236.80	0.13	357.29	0.00	11.52	11.52	920.24
1984 09 15 12	44236.80	0.10	356.32	0.00	13.15	13.15	909.56
1984 09 16 12	43891.20	0.03	351.41	0.00	7.89	7.89	688.18
1984 09 17 12	43545.60	0.00	416.34	0.00	5.89	5.89	584.09
1984 09 18 12	43545.60	0.00	412.14	0.00	7.30	7.30	638.05
1984 09 19 12	43200.00	0.24	376.93	0.00	10.42	10.42	743.11
1984 09 20 12	43200.00	5.86	295.77	0.00	12.27	12.27	874.89
1984 09 21 12	42854.40	1.53	413.84	0.00	12.96	12.96	813.72
1984 09 22 12	42854.40	0.00	411.85	0.00	7.21	7.21	585.16
1984 09 23 12	42508.80	0.00	400.27	0.00	7.92	7.92	633.76
1984 09 24 12	42163.20	0.00	412.52	0.00	12.09	12.09	779.86
1984 09 25 12	42163.20	0.04	357.23	0.00	15.03	15.03	951.10
1984 09 26 12	41817.60	2.16	274.34	0.00	15.76	15.76	1008.93
1984 09 27 12	41817.60	0.57	401.81	0.00	9.62	9.62	634.95
1984 09 28 12	41472.00	0.00	349.58	0.00	5.56	5.56	545.53
1984 09 29 12	41472.00	0.00	380.02	0.00	6.70	6.70	572.82
1984 09 30 12	41126.40	0.00	381.27	0.00	7.48	7.48	592.04
1984 10 01 12	41050.82	4.16	279.43	0.00	8.20	8.20	656.47
1984 10 02 12	40780.80	16.91	186.05	0.00	7.58	7.58	722.30
1984 10 03 12	40435.20	5.41	153.23	0.00	4.32	4.32	658.20
1984 10 04 12	40435.20	0.37	222.11	0.00	6.16	6.16	672.62
1984 10 05 12	40089.60	0.06	249.33	0.00	3.48	3.48	523.54
1984 10 06 12	40089.60	0.01	281.93	0.00	1.06	1.06	430.68
1984 10 07 12	39744.00	0.00	356.17	0.00	1.84	1.84	421.81
1984 10 08 12	39744.00	2.15	274.72	0.00	6.03	6.03	538.48
1984 10 09 12	39398.40	0.57	331.77	0.00	9.57	9.57	670.78
1984 10 10 12	39322.82	0.00	357.02	0.00	7.19	7.19	547.35
1984 10 11 12	39052.80	0.00	350.88	0.00	8.03	8.03	596.07
1984 10 12 12	38711.62	0.00	337.85	0.00	11.55	11.55	755.61
1984 10 13 12	38707.20	0.00	339.56	0.00	12.57	12.57	766.62
1984 10 14 12	38361.60	0.00	320.27	0.00	11.01	11.01	699.93
1984 10 15 12	38361.60	0.00	332.36	0.00	6.94	6.94	543.73
1984 10 16 12	38016.00	0.00	333.37	0.00	7.40	7.40	534.86
1984 10 17 12	38016.00	0.00	333.31	0.00	7.28	7.28	496.91
1984 10 18 12	37670.40	0.00	329.91	0.00	5.53	5.53	453.05
1984 10 19 12	37670.40	1.24	244.15	0.00	6.34	6.34	499.37
1984 10 20 12	37324.80	1.12	257.98	0.00	8.13	8.13	602.90
1984 10 21 12	37324.80	1.43	219.36	0.00	11.34	11.34	803.18
1984 10 22 12	36979.20	2.24	179.40	0.00	11.05	11.05	880.76
1984 10 23 12	36976.84	0.56	237.43	0.00	11.62	11.62	839.09
1984 10 24 12	36633.60	0.01	280.64	0.00	7.85	7.85	640.53
1984 10 25 12	36597.66	4.59	208.28	0.00	6.71	6.71	601.07
1984 10 26 12	36288.00	6.29	212.85	0.00	6.06	6.06	557.63
1984 10 27 12	36252.06	5.20	52.02	0.00	1.63	1.63	545.16
1984 10 28 12	35942.40	2.42	166.39	0.00	3.63	3.63	659.94
1984 10 29 12	35940.04	1.10	136.73	0.00	10.31	10.31	894.82
1984 10 30 12	35596.80	0.19	283.26	0.00	4.96	4.96	503.76
1984 10 31 12	35594.44	0.00	266.24	0.00	4.24	4.24	455.03
1984 11 01 12	35251.20	0.53	249.43	0.00	1.77	1.77	371.09
1984 11 02 12	35251.20	0.62	225.10	0.00	2.76	2.76	420.97
1984 11 03 12	34905.60	0.15	228.42	0.00	3.08	3.08	416.19
1984 11 04 12	34905.60	0.77	234.35	0.00	-0.76	-0.76	322.09
1984 11 05 12	34560.00	4.85	236.19	0.00	1.48	1.48	413.55
1984 11 06 12	34560.00	1.36	189.18	0.00	5.56	5.56	605.77
1984 11 07 12	34364.33	0.04	270.71	0.00	2.76	2.76	440.67
1984 11 08 12	34214.40	0.00	246.17	0.00	-2.09	-2.09	318.72
1984 11 09 12	34138.82	1.24	210.43	0.00	-1.32	-1.32	351.16
1984 11 10 12	33868.80	3.64	186.82	0.00	0.86	0.86	490.32
1984 11 11 12	33868.80	24.47	90.22	0.00	6.84	6.84	847.06
1984 11 12 12	33527.62	13.78	106.15	0.00	10.84	10.84	1014.42
1984 11 13 12	33523.20	3.40	148.47	0.00	8.21	8.21	757.49
1984 11 14 12	33399.73	1.69	116.21	0.00	2.45	2.45	516.68
1984 11 15 12	33177.60	0.35	153.61	0.00	-1.81	-1.81	398.66
1984 11 16 12	33177.60	0.00	192.69	0.00	0.65	0.65	459.47
1984 11 17 12	32910.07	0.00	175.47	0.00	2.24	2.24	492.32
1984 11 18 12	32832.00	0.25	194.84	0.00	-1.72	-1.72	338.13
1984 11 19 12	32829.64	0.07	243.18	0.00	-5.69	-5.69	241.08
1984 11 20 12	32490.82	0.00	208.98	0.00	-7.00	-7.00	249.65
1984 11 21 12	32486.40	0.00	139.39	0.00	-3.62	-3.62	356.01
1984 11 22 12	32450.46	0.00	167.80	0.00	-2.67	-2.67	359.31
1984 11 23 12	32218.88	0.00	207.27	0.00	-4.33	-4.33	291.79
1984 11 24 12	32140.80	0.00	209.17	0.00	-3.82	-3.82	288.12
1984 11 25 12	32138.44	0.00	221.31	0.00	-4.69	-4.69	263.31
1984 11 26 12	31945.13	0.00	220.12	0.00	-2.90	-2.90	309.05
1984 11 27 12	31795.20	0.00	224.74	0.00	1.85	1.85	400.58
1984 11 28 12	31795.20	0.34	164.61	0.00	3.00	3.00	430.14
1984 11 29 12	31759.26	9.86	144.95	0.00	2.43	2.43	472.57
1984 11 30 12	31527.68	2.62	126.90	0.00	3.35	3.35	551.62
1984 12 01 12	31449.60	0.90	121.27	0.00	0.94	0.94	470.80
1984 12 02 12	31449.60	0.23	121.66	0.00	-0.46	-0.46	424.92
1984 12 03 12	31447.24	12.14	188.38	0.00	-4.40	-4.40	288.40
1984 12 04 12	31326.13	3.47	187.79	0.00	-4.23	-4.23	284.74
1984 12 05 12	31182.08	2.58	183.08	0.00	-5.10	-5.10	259.20
1984 12 06 12	31104.00	13.69	184.04	0.00	-8.42	-8.42	207.20
1984 12 07 12	31104.00	3.59	169.86	0.00	-7.76	-7.76	222.29
1984 12 08 12	31104.00	1.24	198.06	0.00	-12.74	-12.74	137.82
1984 12 09 12	31068.06	0.32	242.73	0.00	-10.10	-10.10	181.40
1984 12 10 12	31028.42	0.85	184.96	0.00	-3.41	-3.41	326.15
1984 12 11 12	30908.33	0.22	176.24	0.00	-1.00	-1.00	410.16
1984 12 12 12	30836.48	0.55	187.04	0.00	-1.61	-1.61	370.70
1984 12 13 12	30762.82	0.15	190.05	0.00	-1.54	-1.54	374.03
1984 12 14 12	30758.40	0.03	238.40	0.00	-2.65	-2.65	293.71
1984 12 15 12	30758.40	0.96	158.63	0.00	-6.69	-6.69	235.51
1984 12 16 12	30758.40	0.35	154.42	0.00	-8.26	-8.26	245.68
1984 12 17 12	30758.40	0.03	211.84	0.00	-3.81	-3.81	352.35
1984 12 18 12	30758.40	0.19	163.79	0.00	1.37	1.37	487.36
1984 12 19 12	30758.40	4.60	167.67	0.00	-1.87	-1.87	367.27
1984 12 20 12	30758.40	1.35	160.44	0.00	-6.15	-6.15	261.99
1984 12 21 12	30758.40	8.40	203.21	0.00	-7.53	-7.53	194.12
1984 12 22 12	30758.40	5.46	174.43	0.00	-9.53	-9.53	185.63
1984 12 23 12	30758.40	0.86	205.10	0.00	-7.76	-7.76	228.46
1984 12 24 12	30758.40	0.00	241.21	0.00	-7.53	-7.53	219.67
1984 12 25 12	30758.40	0.05	226.75	0.00	-4.34	-4.34	242.45
1984 12 26 12	30758.40	0.04	229.76	0.00	-10.76	-10.76	133.51
1984 12 27 12	30762.82	0.01	260.16	0.00	-16.81	-16.81	73.05
1984 12 28 12	30836.48	7.48	207.29	0.00	-17.46	-17.46	87.49
1984 12 29 12	30980.53	2.66	204.78	0.00	-10.04	-10.04	197.32
