  44.82
 133.00
 587675987
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1984 12 13 12	31104.00	0.19	175.84	0.00	2.66	2.66	558.34
1984 12 14 12	31104.00	0.03	248.50	0.00	0.06	0.06	365.92
1984 12 15 12	31081.60	0.09	146.48	0.00	-5.76	-5.76	265.36
1984 12 16 12	31025.29	0.02	230.67	0.00	-5.73	-5.73	297.81
1984 12 17 12	30988.39	0.00	209.84	0.00	1.59	1.59	516.27
1984 12 18 12	30988.39	0.09	158.56	0.00	3.63	3.63	583.02
1984 12 19 12	30988.39	4.88	155.13	0.00	-0.58	-0.58	425.94
1984 12 20 12	30988.39	3.76	181.87	0.00	-3.23	-3.23	321.83
1984 12 21 12	30988.39	5.91	197.11	0.00	-5.00	-5.00	254.97
1984 12 22 12	30988.39	8.51	201.15	0.00	-5.36	-5.36	259.03
1984 12 23 12	31025.29	1.87	229.03	0.00	-0.71	-0.71	385.40
1984 12 24 12	31025.29	0.59	191.41	0.00	-1.30	-1.30	367.33
1984 12 25 12	31081.60	0.76	215.60	0.00	-1.36	-1.36	330.35
1984 12 26 12	31104.00	0.16	252.76	0.00	-6.04	-6.04	207.39
1984 12 27 12	31104.00	0.00	258.63	0.00	-13.50	-13.50	108.51
1984 12 28 12	31104.00	5.70	197.88	0.00	-14.00	-14.00	132.51
1984 12 29 12	31104.00	3.24	218.33	0.00	-5.51	-5.51	276.98
1984 12 30 12	31104.00	0.46	241.98	0.00	0.19	0.19	389.37
1984 12 31 12	31144.97	4.04	211.09	0.00	-6.28	-6.28	220.77
1985 01 01 12	31185.94	6.68	206.16	0.00	-7.73	-7.73	195.65
1985 01 02 12	31302.07	2.27	204.12	0.00	-8.34	-8.34	192.05
1985 01 03 12	31370.89	0.21	248.55	0.00	-7.58	-7.58	201.49
1985 01 04 12	31449.60	0.35	207.30	0.00	-10.12	-10.12	166.87
1985 01 05 12	31449.60	1.76	211.27	0.00	-9.02	-9.02	175.94
1985 01 06 12	31449.60	0.44	252.12	0.00	-10.22	-10.22	158.82
1985 01 07 12	31596.25	0.00	240.60	0.00	-12.94	-12.94	133.77
1985 01 08 12	31716.49	0.00	234.14	0.00	-13.38	-13.38	133.57
1985 01 09 12	31795.20	0.00	242.25	0.00	-12.84	-12.84	137.58
1985 01 10 12	31795.20	0.00	211.58	0.00	-13.90	-13.90	132.72
1985 01 11 12	31805.08	0.00	245.29	0.00	-13.38	-13.38	135.52
1985 01 12 12	32025.19	0.00	253.98	0.00	-12.56	-12.56	137.55
1985 01 13 12	32140.80	0.00	265.86	0.00	-12.84	-12.84	130.53
1985 01 14 12	32140.80	0.07	246.86	0.00	-11.85	-11.85	142.59
1985 01 15 12	32287.45	0.02	274.18	0.00	-8.69	-8.69	177.16
1985 01 16 12	32464.00	0.00	275.27	0.00	-10.90	-10.90	140.42
1985 01 17 12	32486.40	0.00	244.81	0.00	-15.48	-15.48	105.27
1985 01 18 12	32496.28	0.01	243.14	0.00	-15.44	-15.44	109.56
1985 01 19 12	32809.60	4.99	230.26	0.00	-13.76	-13.76	124.17
1985 01 20 12	32832.00	3.55	232.77	0.00	-9.46	-9.46	162.31
1985 01 21 12	32841.88	1.07	240.52	0.00	-12.00	-12.00	124.00
1985 01 22 12	33155.20	0.13	272.84	0.00	-13.77	-13.77	128.65
1985 01 23 12	33177.60	0.00	257.49	0.00	-9.13	-9.13	203.41
1985 01 24 12	33324.25	0.00	272.88	0.00	-6.55	-6.55	227.01
1985 01 25 12	33523.20	0.57	251.25	0.00	-8.96	-8.96	163.27
1985 01 26 12	33523.20	0.96	235.12	0.00	-8.79	-8.79	172.66
1985 01 27 12	33753.19	0.21	283.64	0.00	-11.12	-11.12	148.15
1985 01 28 12	33868.80	0.00	310.05	0.00	-12.85	-12.85	123.16
1985 01 29 12	33950.74	0.00	321.66	0.00	-11.46	-11.46	131.88
1985 01 30 12	34214.40	0.00	315.83	0.00	-9.80	-9.80	150.34
1985 01 31 12	34214.40	0.02	304.51	0.00	-10.87	-10.87	144.59
1985 02 01 12	34481.29	2.55	249.32	0.00	-8.35	-8.35	207.77
1985 02 02 12	34560.00	2.42	186.45	0.00	-4.05	-4.05	305.78
1985 02 03 12	34758.07	0.77	287.31	0.00	-7.83	-7.83	193.36
1985 02 04 12	34905.60	0.08	347.57	0.00	-14.22	-14.22	93.03
1985 02 05 12	34987.54	0.00	349.67	0.00	-13.99	-13.99	91.12
1985 02 06 12	35251.20	0.12	302.57	0.00	-14.27	-14.27	97.26
1985 02 07 12	35251.20	0.03	344.01	0.00	-16.57	-16.57	83.38
1985 02 08 12	35596.80	0.16	300.33	0.00	-15.42	-15.42	103.37
1985 02 09 12	35596.80	0.07	308.58	0.00	-11.87	-11.87	149.33
1985 02 10 12	35942.40	0.01	319.51	0.00	-6.74	-6.74	239.79
1985 02 11 12	35942.40	0.00	283.03	0.00	-2.51	-2.51	329.55
1985 02 12 12	36288.00	5.38	285.21	0.00	-2.34	-2.34	310.87
1985 02 13 12	36288.00	26.02	243.65	0.00	0.07	0.07	416.76
1985 02 14 12	36633.60	7.98	215.50	0.00	1.71	1.71	506.75
1985 02 15 12	36633.60	0.40	267.59	0.00	-0.32	-0.32	429.83
1985 02 16 12	36979.20	0.05	273.40	0.00	-1.23	-1.23	373.22
1985 02 17 12	36979.20	0.01	350.28	0.00	-4.10	-4.10	283.91
1985 02 18 12	37324.80	0.00	339.39	0.00	-2.83	-2.83	300.63
1985 02 19 12	37324.80	1.77	292.92	0.00	-4.48	-4.48	260.45
1985 02 20 12	37670.40	0.62	337.23	0.00	-3.68	-3.68	262.80
1985 02 21 12	37670.40	0.04	388.63	0.00	-5.79	-5.79	229.16
1985 02 22 12	38016.00	3.03	284.51	0.00	-2.95	-2.95	340.26
1985 02 23 12	38016.00	5.85	222.76	0.00	2.38	2.38	552.35
1985 02 24 12	38361.60	7.53	216.88	0.00	3.67	3.67	594.85
1985 02 25 12	38361.60	2.17	211.48	0.00	0.55	0.55	462.31
1985 02 26 12	38707.20	0.51	303.07	0.00	-2.46	-2.46	344.48
1985 02 27 12	38707.20	2.79	275.45	0.00	-0.10	-0.10	385.18
1985 02 28 12	39052.80	0.88	363.55	0.00	-4.17	-4.17	236.93
1985 03 01 12	39062.68	0.09	391.03	0.00	-3.74	-3.74	294.11
1985 03 02 12	39398.40	1.99	242.49	0.00	2.72	2.72	516.88
1985 03 03 12	39628.39	0.59	368.09	0.00	-0.74	-0.74	337.54
1985 03 04 12	39744.00	13.32	342.54	0.00	-9.13	-9.13	162.65
1985 03 05 12	40089.60	7.62	307.10	0.00	-10.07	-10.07	161.86
1985 03 06 12	40089.60	1.09	384.14	0.00	-10.33	-10.33	155.34
1985 03 07 12	40435.20	0.08	366.47	0.00	-10.80	-10.80	148.51
1985 03 08 12	40435.20	0.60	338.98	0.00	-5.32	-5.32	259.05
1985 03 09 12	40780.80	0.15	402.22	0.00	-0.11	-0.11	378.97
1985 03 10 12	40780.80	0.00	448.45	0.00	0.77	0.77	366.07
1985 03 11 12	41126.40	0.00	458.58	0.00	0.48	0.48	373.59
1985 03 12 12	41126.40	32.20	296.07	0.00	3.53	3.53	541.77
1985 03 13 12	41472.00	14.54	243.73	0.00	3.86	3.86	600.57
1985 03 14 12	41817.60	1.60	333.43	0.00	2.90	2.90	539.32
1985 03 15 12	41817.60	0.00	417.66	0.00	1.42	1.42	421.63
1985 03 16 12	42163.20	0.00	462.67	0.00	-2.97	-2.97	282.31
1985 03 17 12	42163.20	4.38	341.79	0.00	-3.54	-3.54	279.40
1985 03 18 12	42508.80	6.14	373.22	0.00	-3.94	-3.94	243.96
1985 03 19 12	42508.80	1.73	434.83	0.00	-8.00	-8.00	189.77
1985 03 20 12	42854.40	0.83	387.27	0.00	-3.57	-3.57	249.73
1985 03 21 12	42854.40	0.30	455.64	0.00	-1.95	-1.95	251.27
1985 03 22 12	43200.00	0.03	463.24	0.00	-4.56	-4.56	250.44
1985 03 23 12	43545.60	0.00	490.06	0.00	-0.81	-0.81	330.74
1985 03 24 12	43545.60	0.00	496.56	0.00	1.53	1.53	366.35
1985 03 25 12	43891.20	0.00	462.43	0.00	-0.63	-0.63	331.10
1985 03 26 12	43891.20	0.00	465.82	0.00	-2.13	-2.13	312.46
1985 03 27 12	44236.80	0.23	377.08	0.00	-0.52	-0.52	380.46
1985 03 28 12	44236.80	3.42	359.09	0.00	4.24	4.24	557.36
1985 03 29 12	44582.40	1.65	354.85	0.00	7.40	7.40	676.63
1985 03 30 12	44582.40	0.20	433.32	0.00	7.60	7.60	638.46
1985 03 31 12	44928.00	2.91	388.47	0.00	2.18	2.18	428.03
1985 04 01 12	45273.60	7.18	340.01	0.00	0.94	0.94	404.07
1985 04 02 12	45273.60	4.02	312.52	0.00	-2.15	-2.15	365.25
1985 04 03 12	45619.20	3.77	299.32	0.00	0.66	0.66	466.60
1985 04 04 12	45619.20	2.09	290.08	0.00	2.26	2.26	514.53
1985 04 05 12	45964.80	5.87	320.22	0.00	1.51	1.51	490.99
1985 04 06 12	45964.80	2.33	320.24	0.00	3.50	3.50	567.16
1985 04 07 12	46310.40	0.40	387.56	0.00	5.68	5.68	592.36
1985 04 08 12	46310.40	1.35	402.25	0.00	4.10	4.10	487.54
1985 04 09 12	46656.00	2.40	412.92	0.00	1.95	1.95	402.58
1985 04 10 12	46771.61	0.86	484.38	0.00	-2.13	-2.13	300.17
1985 04 11 12	47001.60	0.08	527.72	0.00	0.29	0.29	350.89
1985 04 12 12	47337.32	0.00	549.55	0.00	1.37	1.37	349.18
1985 04 13 12	47347.20	0.00	498.04	0.00	-0.50	-0.50	336.22
1985 04 14 12	47692.80	0.33	380.11	0.00	-1.55	-1.55	367.84
1985 04 15 12	47692.80	0.13	417.23	0.00	3.60	3.60	548.45
1985 04 16 12	48038.40	0.68	435.84	0.00	9.88	9.88	668.37
1985 04 17 12	48038.40	0.33	516.71	0.00	5.80	5.80	419.94
1985 04 18 12	48384.00	0.05	515.92	0.00	1.58	1.58	398.66
1985 04 19 12	48384.00	0.10	410.02	0.00	4.36	4.36	495.91
1985 04 20 12	48729.60	0.03	571.43	0.00	4.88	4.88	441.87
1985 04 21 12	48729.60	0.00	573.96	0.00	6.69	6.69	481.56
1985 04 22 12	49075.20	0.00	566.28	0.00	7.45	7.45	497.22
1985 04 23 12	49075.20	0.00	580.15	0.00	5.67	5.67	421.95
1985 04 24 12	49420.80	0.00	578.34	0.00	5.00	5.00	415.47
1985 04 25 12	49420.80	0.00	582.80	0.00	6.94	6.94	507.18
1985 04 26 12	49766.40	0.26	456.72	0.00	11.42	11.42	723.31
1985 04 27 12	49766.40	0.24	498.87	0.00	13.33	13.33	805.35
1985 04 28 12	50112.00	0.09	445.43	0.00	11.69	11.69	755.16
1985 04 29 12	50112.00	0.01	529.41	0.00	11.06	11.06	731.89
1985 04 30 12	50457.60	0.03	515.77	0.00	10.79	10.79	714.09
1985 05 01 12	50457.60	0.01	557.42	0.00	12.64	12.64	716.00
1985 05 02 12	50803.20	0.00	575.62	0.00	8.74	8.74	561.07
1985 05 03 12	50803.20	7.94	404.56	0.00	8.18	8.18	612.24
1985 05 04 12	51148.80	4.55	374.26	0.00	5.92	5.92	566.10
1985 05 05 12	51148.80	2.21	413.83	0.00	5.17	5.17	550.34
1985 05 06 12	51412.46	12.08	325.61	0.00	7.08	7.08	691.63
1985 05 07 12	51494.40	7.13	299.68	0.00	7.72	7.72	718.76
1985 05 08 12	51641.93	4.03	286.30	0.00	4.32	4.32	572.33
1985 05 09 12	51840.00	0.81	455.90	0.00	3.54	3.54	512.94
1985 05 10 12	51862.40	0.16	391.93	0.00	8.99	8.99	769.33
1985 05 11 12	52185.60	0.04	510.56	0.00	14.45	14.45	945.53
1985 05 12 12	52185.60	0.08	525.63	0.00	13.83	13.83	808.09
1985 05 13 12	52449.26	7.60	398.76	0.00	10.53	10.53	721.45
1985 05 14 12	52531.20	7.05	438.28	0.00	10.40	10.40	623.03
1985 05 15 12	52646.81	1.33	570.35	0.00	7.26	7.26	517.40
1985 05 16 12	52876.80	0.21	427.47	0.00	9.82	9.82	668.88
1985 05 17 12	52876.80	2.70	370.02	0.00	11.18	11.18	834.64
1985 05 18 12	53075.75	6.82	340.56	0.00	12.46	12.46	900.14
1985 05 19 12	53222.40	3.36	381.76	0.00	9.81	9.81	741.69
1985 05 20 12	53244.80	0.48	462.05	0.00	10.37	10.37	774.21
1985 05 21 12	53558.12	13.88	374.73	0.00	13.35	13.35	940.15
1985 05 22 12	53568.00	10.12	390.24	0.00	14.69	14.69	931.88
1985 05 23 12	53590.40	1.70	543.41	0.00	12.04	12.04	757.60
1985 05 24 12	53903.73	0.00	547.77	0.00	12.64	12.64	778.37
1985 05 25 12	53913.60	0.96	409.28	0.00	13.46	13.46	860.57
1985 05 26 12	53936.00	0.81	381.04	0.00	14.02	14.02	938.63
1985 05 27 12	54112.55	8.50	339.98	0.00	12.64	12.64	959.88
1985 05 28 12	54259.20	2.70	224.66	0.00	11.87	11.87	984.67
1985 05 29 12	54259.20	0.13	527.28	0.00	11.55	11.55	792.25
1985 05 30 12	54374.81	0.00	552.46	0.00	12.62	12.62	811.84
1985 05 31 12	54594.93	11.03	385.90	0.00	14.96	14.96	1024.79
1985 06 01 12	54604.80	12.09	327.27	0.00	15.01	15.01	1134.57
1985 06 02 12	54604.80	2.59	370.86	0.00	15.24	15.24	1141.56
1985 06 03 12	54683.51	0.05	514.97	0.00	16.69	16.69	1061.61
1985 06 04 12	54803.75	0.00	539.88	0.00	15.36	15.36	920.48
1985 06 05 12	54950.40	3.41	405.85	0.00	13.96	13.96	905.66
1985 06 06 12	54950.40	7.66	317.28	0.00	12.83	12.83	961.43
1985 06 07 12	54950.40	4.02	350.17	0.00	11.90	11.90	934.96
1985 06 08 12	55029.11	0.59	522.29	0.00	15.56	15.56	1046.35
1985 06 09 12	55097.93	0.19	352.64	0.00	15.88	15.88	1131.26
1985 06 10 12	55214.06	0.05	489.99	0.00	16.11	16.11	1071.70
1985 06 11 12	55296.00	0.00	530.30	0.00	16.04	16.04	1001.05
1985 06 12 12	55296.00	1.71	355.29	0.00	15.42	15.42	1062.24
1985 06 13 12	55296.00	1.65	171.86	0.00	11.33	11.33	1012.19
1985 06 14 12	55296.00	3.42	281.56	0.00	11.00	11.00	933.60
1985 06 15 12	55296.00	1.85	392.42	0.00	12.74	12.74	902.27
1985 06 16 12	55318.40	3.77	376.38	0.00	13.76	13.76	991.13
1985 06 17 12	55374.71	1.30	330.49	0.00	14.78	14.78	1109.69
1985 06 18 12	55374.71	10.97	343.76	0.00	14.74	14.74	1109.64
1985 06 19 12	55411.61	4.24	238.26	0.00	13.90	13.90	1133.82
1985 06 20 12	55411.61	0.36	508.03	0.00	15.25	15.25	1047.14
1985 06 21 12	55411.61	1.87	414.64	0.00	16.19	16.19	1080.78
1985 06 22 12	55411.61	0.49	532.97	0.00	17.55	17.55	1096.65
1985 06 23 12	55411.61	1.82	400.49	0.00	17.37	17.37	1147.64
1985 06 24 12	55411.61	10.35	316.64	0.00	16.46	16.46	1211.06
1985 06 25 12	55374.71	6.26	301.76	0.00	13.89	13.89	1120.44
1985 06 26 12	55318.40	2.38	294.92	0.00	13.88	13.88	1105.73
1985 06 27 12	55296.00	5.64	283.52	0.00	11.86	11.86	1034.33
1985 06 28 12	55296.00	8.82	250.41	0.00	12.94	12.94	1135.65
1985 06 29 12	55296.00	13.66	261.25	0.00	13.59	13.59	1186.16
1985 06 30 12	55296.00	4.81	329.12	0.00	15.35	15.35	1219.53
1985 07 01 12	55296.00	0.75	447.25	0.00	17.25	17.25	1197.39
1985 07 02 12	55286.12	0.41	442.78	0.00	18.12	18.12	1226.84
1985 07 03 12	55149.35	0.30	439.11	0.00	17.17	17.17	1226.24
1985 07 04 12	55066.01	0.06	514.24	0.00	18.22	18.22	1279.69
1985 07 05 12	54972.80	0.00	520.48	0.00	20.83	20.83	1420.22
1985 07 06 12	54950.40	0.51	427.07	0.00	20.94	20.94	1479.58
1985 07 07 12	54950.40	1.90	352.02	0.00	19.46	19.46	1426.07
1985 07 08 12	54940.52	6.46	372.47	0.00	17.82	17.82	1291.92
1985 07 09 12	54752.33	1.74	424.55	0.00	18.13	18.13	1281.19
1985 07 10 12	54627.19	15.13	369.22	0.00	18.14	18.14	1346.00
1985 07 11 12	54604.80	5.44	357.05	0.00	18.28	18.28	1342.12
1985 07 12 12	54604.80	1.65	407.91	0.00	16.78	16.78	1170.48
1985 07 13 12	54458.15	1.01	367.15	0.00	18.87	18.87	1353.20
1985 07 14 12	54281.60	0.21	470.73	0.00	18.26	18.26	1354.83
1985 07 15 12	54259.20	0.82	317.33	0.00	20.19	20.19	1673.43
1985 07 16 12	54249.32	0.39	334.57	0.00	22.35	22.35	1788.43
1985 07 17 12	54029.21	0.05	491.27	0.00	21.17	21.17	1503.02
1985 07 18 12	53913.60	0.00	520.60	0.00	19.57	19.57	1345.49
1985 07 19 12	53913.60	0.00	490.00	0.00	20.63	20.63	1494.39
1985 07 20 12	53715.53	0.01	444.79	0.00	21.66	21.66	1596.30
1985 07 21 12	53568.00	0.00	502.02	0.00	21.65	21.65	1530.42
1985 07 22 12	53568.00	1.56	376.79	0.00	20.82	20.82	1423.16
1985 07 23 12	53369.93	0.41	513.89	0.00	16.97	16.97	1127.57
1985 07 24 12	53222.40	0.00	526.25	0.00	16.70	16.70	1095.11
1985 07 25 12	53222.40	0.00	515.92	0.00	17.31	17.31	1243.60
1985 07 26 12	52955.51	4.06	300.65	0.00	20.21	20.21	1619.00
1985 07 27 12	52876.80	3.16	338.80	0.00	19.80	19.80	1465.59
1985 07 28 12	52794.86	0.58	472.80	0.00	17.29	17.29	1159.53
1985 07 29 12	52531.20	0.68	445.82	0.00	18.43	18.43	1325.72
1985 07 30 12	52531.20	0.18	467.39	0.00	19.95	19.95	1414.17
1985 07 31 12	52301.21	27.03	377.07	0.00	17.80	17.80	1256.82
1985 08 01 12	52185.60	43.19	339.39	0.00	16.87	16.87	1234.51
1985 08 02 12	52103.66	9.50	426.42	0.00	14.02	14.02	1099.33
1985 08 03 12	51840.00	0.00	512.02	0.00	16.40	16.40	1182.37
1985 08 04 12	51840.00	0.00	496.00	0.00	19.45	19.45	1377.88
1985 08 05 12	51494.40	0.00	497.87	0.00	20.92	20.92	1442.21
1985 08 06 12	51494.40	0.00	496.33	0.00	20.14	20.14	1367.43
1985 08 07 12	51227.51	0.00	490.14	0.00	19.18	19.18	1364.07
1985 08 08 12	51148.80	1.67	313.18	0.00	19.26	19.26	1524.81
1985 08 09 12	50918.81	0.66	292.68	0.00	18.78	18.78	1491.01
1985 08 10 12	50803.20	0.06	503.48	0.00	18.55	18.55	1303.07
1985 08 11 12	50605.13	0.67	366.99	0.00	19.87	19.87	1444.00
1985 08 12 12	50457.60	0.19	370.57	0.00	19.95	19.95	1465.83
1985 08 13 12	50310.95	0.00	497.47	0.00	16.09	16.09	1153.92
1985 08 14 12	50112.00	0.00	468.12	0.00	18.87	18.87	1436.31
1985 08 15 12	50030.06	10.86	337.12	0.00	22.72	22.72	1817.75
1985 08 16 12	49766.40	7.00	324.14	0.00	23.60	23.60	1804.16
1985 08 17 12	49684.46	1.09	455.05	0.00	18.50	18.50	1292.83
1985 08 18 12	49420.80	0.00	491.96	0.00	15.97	15.97	1084.81
1985 08 19 12	49338.86	2.66	355.25	0.00	15.88	15.88	1150.71
1985 08 20 12	49075.20	2.24	295.98	0.00	16.19	16.19	1271.22
1985 08 21 12	48993.26	0.41	448.45	0.00	17.41	17.41	1268.26
1985 08 22 12	48729.60	0.00	463.16	0.00	17.36	17.36	1211.43
1985 08 23 12	48582.95	0.00	473.17	0.00	17.18	17.18	1167.01
1985 08 24 12	48384.00	0.11	394.70	0.00	16.93	16.93	1178.13
1985 08 25 12	48185.93	5.51	311.82	0.00	16.95	16.95	1299.52
1985 08 26 12	48038.40	12.28	143.31	0.00	15.13	15.13	1397.64
1985 08 27 12	47715.19	4.70	180.65	0.00	15.97	15.97	1483.63
1985 08 28 12	47692.80	0.50	320.24	0.00	17.77	17.77	1427.87
1985 08 29 12	47347.20	0.00	469.77	0.00	16.59	16.59	1117.49
1985 08 30 12	47347.20	13.78	341.57	0.00	13.43	13.43	965.52
1985 08 31 12	47001.60	10.16	265.39	0.00	11.93	11.93	1002.08
1985 09 01 12	47001.60	1.72	312.53	0.00	12.10	12.10	1081.90
1985 09 02 12	46656.00	0.79	279.43	0.00	14.45	14.45	1221.08
1985 09 03 12	46656.00	7.10	233.79	0.00	15.00	15.00	1288.80
1985 09 04 12	46310.40	12.67	281.34	0.00	15.80	15.80	1306.80
1985 09 05 12	46310.40	2.86	345.40	0.00	15.93	15.93	1322.01
1985 09 06 12	45964.80	0.00	309.97	0.00	16.15	16.15	1358.76
1985 09 07 12	45734.81	0.00	370.74	0.00	15.79	15.79	1285.73
1985 09 08 12	45619.20	0.00	411.85	0.00	16.63	16.63	1237.68
1985 09 09 12	45273.60	0.06	348.84	0.00	15.29	15.29	1095.75
1985 09 10 12	45273.60	5.36	297.54	0.00	15.03	15.03	1128.45
1985 09 11 12	44928.00	1.89	209.67	0.00	10.91	10.91	949.62
1985 09 12 12	44928.00	0.13	446.57	0.00	8.26	8.26	715.18
1985 09 13 12	44582.40	0.11	328.75	0.00	8.91	8.91	731.79
1985 09 14 12	44582.40	0.38	393.89	0.00	10.01	10.01	760.02
1985 09 15 12	44236.80	0.09	441.49	0.00	11.87	11.87	843.80
1985 09 16 12	44090.15	0.00	437.27	0.00	13.80	13.80	917.57
1985 09 17 12	43891.20	0.00	437.32	0.00	13.64	13.64	903.41
1985 09 18 12	43545.60	0.00	425.17	0.00	14.14	14.14	984.32
1985 09 19 12	43545.60	0.00	416.91	0.00	16.20	16.20	1157.40
1985 09 20 12	43200.00	0.00	401.11	0.00	19.66	19.66	1437.55
1985 09 21 12	43200.00	0.00	384.97	0.00	21.26	21.26	1485.88
1985 09 22 12	42854.40	0.00	422.03	0.00	15.99	15.99	1005.64
1985 09 23 12	42854.40	0.00	386.55	0.00	13.68	13.68	981.23
1985 09 24 12	42508.80	7.84	274.75	0.00	13.80	13.80	1101.91
1985 09 25 12	42361.27	8.62	217.93	0.00	14.83	14.83	1181.81
1985 09 26 12	42163.20	1.73	398.06	0.00	11.60	11.60	894.50
1985 09 27 12	41817.60	8.99	274.00	0.00	13.39	13.39	1056.86
1985 09 28 12	41817.60	4.27	228.37	0.00	15.24	15.24	1211.06
1985 09 29 12	41472.00	0.50	376.37	0.00	13.79	13.79	1020.55
1985 09 30 12	41472.00	0.00	372.27	0.00	14.27	14.27	1011.78
1985 10 01 12	41126.40	0.00	364.29	0.00	14.06	14.06	1034.19
1985 10 02 12	41126.40	0.02	298.96	0.00	14.85	14.85	1120.69
1985 10 03 12	40780.80	4.07	240.72	0.00	12.41	12.41	1003.52
1985 10 04 12	40665.19	5.38	208.53	0.00	11.16	11.16	991.51
1985 10 05 12	40435.20	13.55	126.47	0.00	10.95	10.95	1080.85
1985 10 06 12	40089.60	4.89	168.61	0.00	12.35	12.35	1098.84
1985 10 07 12	40089.60	0.43	335.37	0.00	9.99	9.99	820.01
1985 10 08 12	39744.00	0.00	356.43	0.00	8.43	8.43	734.82
1985 10 09 12	39744.00	0.11	235.47	0.00	11.14	11.14	953.68
1985 10 10 12	39398.40	3.77	153.50	0.00	13.64	13.64	1146.18
1985 10 11 12	39398.40	1.57	242.33	0.00	9.00	9.00	769.89
1985 10 12 12	39052.80	0.15	301.94	0.00	5.00	5.00	583.21
1985 10 13 12	39052.80	7.35	224.79	0.00	3.52	3.52	567.02
1985 10 14 12	38707.20	3.62	178.23	0.00	5.82	5.82	738.99
1985 10 15 12	38684.81	16.55	106.61	0.00	9.03	9.03	955.15
1985 10 16 12	38361.60	6.28	208.60	0.00	10.02	10.02	890.00
1985 10 17 12	38245.99	0.54	328.54	0.00	6.70	6.70	622.68
1985 10 18 12	38016.00	0.29	244.05	0.00	5.30	5.30	593.90
1985 10 19 12	37817.05	0.28	207.62	0.00	8.72	8.72	791.39
1985 10 20 12	37670.40	0.05	286.58	0.00	8.30	8.30	731.47
1985 10 21 12	37406.74	0.00	314.35	0.00	4.13	4.13	525.02
1985 10 22 12	37324.80	0.00	316.10	0.00	4.52	4.52	531.48
1985 10 23 12	37061.14	0.00	313.89	0.00	7.34	7.34	627.94
1985 10 24 12	36979.20	1.54	229.93	0.00	8.33	8.33	699.46
1985 10 25 12	36715.54	0.84	218.52	0.00	10.37	10.37	845.47
1985 10 26 12	36633.60	0.28	208.70	0.00	9.78	9.78	814.90
1985 10 27 12	36369.94	0.08	244.38	0.00	8.53	8.53	746.20
1985 10 28 12	36288.00	0.01	287.26	0.00	8.44	8.44	678.36
1985 10 29 12	36089.05	0.00	245.28	0.00	3.13	3.13	511.11
1985 10 30 12	35942.40	0.01	239.47	0.00	1.52	1.52	465.36
1985 10 31 12	35794.87	0.00	265.11	0.00	2.04	2.04	473.46
1985 11 01 12	35596.80	0.00	264.51	0.00	3.63	3.63	551.00
1985 11 02 12	35481.19	0.04	163.92	0.00	6.47	6.47	712.09
1985 11 03 12	35251.20	0.01	216.81	0.00	6.04	6.04	689.72
1985 11 04 12	35228.81	0.04	145.75	0.00	4.71	4.71	660.82
1985 11 05 12	34905.60	28.89	140.84	0.00	5.09	5.09	714.93
1985 11 06 12	34905.60	24.66	107.10	0.00	8.22	8.22	915.51
1985 11 07 12	34560.00	5.21	72.54	0.00	9.95	9.95	1023.08
1985 11 08 12	34560.00	0.19	183.26	0.00	8.02	8.02	826.75
1985 11 09 12	34296.34	5.76	171.05	0.00	4.76	4.76	631.05
1985 11 10 12	34214.40	7.86	133.92	0.00	4.79	4.79	645.22
1985 11 11 12	34098.79	2.93	164.12	0.00	3.08	3.08	532.49
1985 11 12 12	33868.80	4.88	192.08	0.00	-1.03	-1.03	406.21
1985 11 13 12	33868.80	7.07	189.40	0.00	2.46	2.46	518.31
1985 11 14 12	33605.14	10.37	177.05	0.00	3.03	3.03	532.12
1985 11 15 12	33523.20	5.80	161.14	0.00	0.49	0.49	439.37
1985 11 16 12	33444.49	7.26	193.19	0.00	-4.06	-4.06	321.30
1985 11 17 12	33177.60	9.74	211.22	0.00	-1.06	-1.06	407.85
1985 11 18 12	33177.60	2.46	209.20	0.00	3.37	3.37	561.53
1985 11 19 12	33030.07	0.11	247.07	0.00	2.94	2.94	541.01
1985 11 20 12	32832.00	0.04	173.65	0.00	5.92	5.92	687.94
1985 11 21 12	32832.00	0.01	240.94	0.00	5.79	5.79	620.24
1985 11 22 12	32684.47	2.72	180.85	0.00	1.03	1.03	442.99
1985 11 23 12	32486.40	2.38	131.55	0.00	-1.48	-1.48	402.95
1985 11 24 12	32486.40	0.92	178.03	0.00	-2.61	-2.61	360.76
1985 11 25 12	32370.79	0.13	189.21	0.00	-2.46	-2.46	353.90
1985 11 26 12	32150.68	0.06	213.91	0.00	-6.38	-6.38	257.79
1985 11 27 12	32140.80	0.02	207.04	0.00	-5.35	-5.35	289.68
1985 11 28 12	32118.40	0.03	130.11	0.00	-3.98	-3.98	337.76
1985 11 29 12	31941.85	0.06	197.04	0.00	-5.97	-5.97	278.87
1985 11 30 12	31795.20	0.01	226.92	0.00	-6.21	-6.21	262.57
1985 12 01 12	31795.20	9.13	193.25	0.00	-5.05	-5.05	296.55
1985 12 02 12	31772.80	13.33	203.93	0.00	0.73	0.73	402.25
1985 12 03 12	31647.67	3.36	206.36	0.00	0.43	0.43	337.31
1985 12 04 12	31459.48	0.13	221.03	0.00	-4.78	-4.78	263.96
